key,source,target,Translation Notes,Outstanding issues
ST_In_UI/TEXT_IN_UI_GUIDE_CAMERA_ANGLE_004,AUTO,AUTO,,
ST_In_UI/TEXT_IN_UI_GUIDE_EQUIP_001,マークライト,Markup Light,,
ST_In_UI/TEXT_IN_UI_GUIDE_EQUIP_002,モニター,Monitor,,
ST_In_UI/TEXT_IN_UI_GUIDE_EQUIP_003,エフェクト,Effects,,
ST_In_UI/TEXT_IN_UI_GUIDE_EQUIP_004,床ギミック,Floor Gimmick,,
ST_In_UI/TEXT_IN_UI_GUIDE_EQUIP_005,上部ギミック,Ceiling Gimmick,,
ST_In_UI/TEXT_IN_UI_GUIDE_EQUIP_006,ワイプ,Clear,,
ST_In_UI/TEXT_IN_UI_GUIDE_EQUIP_007,ライトカラー,Light Color,,
ST_In_UI/TEXT_IN_UI_GUIDE_EQUIP_THUMB_001,リセット,Reset,,
ST_In_UI/TEXT_IN_UI_GUIDE_EQUIP_THUMB_002,指定なし,Unspecified,,
ST_In_UI/TEXT_IN_UI_GUIDE_EQUIP_THUMB_003,未設定,Not Set,,
ST_In_UI/TEXT_IN_UI_GUIDE_OPTION_001,ガイドON/OFF,Guide ON/OFF,,
ST_In_UI/TEXT_IN_UI_GUIDE_OPTION_002,歌詞表示ON/OFF,Lyrics ON/OFF,,
ST_In_UI/TEXT_IN_UI_GUIDE_OPTION_003,フォトモード,Photo Mode,,
ST_In_UI/TEXT_IN_UI_GUIDE_OPTION_004,カメラアングル,Camera Angle,,
ST_In_UI/TEXT_IN_UI_GUIDE_PRODUCE_001,アピール,Appeal,,
ST_In_UI/TEXT_IN_UI_GUIDE_PRODUCE_002,ユニゾンチャージ,Unison Charge,,
ST_In_UI/TEXT_IN_UI_GUIDE_PRODUCE_003,ユニゾン始動アイドル,Unison Start Idol,,
ST_In_UI/TEXT_IN_UI_GUIDE_PRODUCE_004,ユニゾン,Unison,,
ST_In_UI/TEXT_IN_UI_GUIDE_PRODUCE_005,クライマックス,Climax,,
ST_In_UI/TEXT_IN_UI_GUIDE_PRODUCE_006,思い出,Memory,,
ST_In_UI/TEXT_IN_UI_GUIDE_PRODUCE_007,舞台演出,Stage Direction,,
ST_In_UI/TEXT_IN_UI_GUIDE_PRODUCE_008,SETTING1,SETTING1,,
ST_In_UI/TEXT_IN_UI_GUIDE_PRODUCE_009,SETTING2,SETTING2,,
ST_In_UI/TEXT_IN_UI_MUSIC_001,PRODUCE,PRODUCER,,
ST_In_UI/TEXT_IN_UI_MUSIC_002,UNIT,UNIT,,
ST_In_UI/TEXT_IN_UI_PHOTO_CAMERA_003,ターゲット,Target,,
ST_In_UI/TEXT_IN_UI_PHOTO_CAMERA_004,リセット,Reset,,
ST_In_UI/TEXT_IN_UI_PHOTO_CAMERA_006,フォトモード終了,Exit Photo Mode,,
ST_In_UI/TEXT_IN_UI_PHOTO_CAMERA_007,高解像度モード,High Resolution Mode,,
ST_In_UI/TEXT_IN_UI_PHOTO_CAMERA_008,効果・フレームON/OFF,Effects/Frame ON/OFF,,
ST_In_UI/TEXT_IN_UI_PHOTO_CAMERA_009,設定メニュー呼び出し,Open Settings Menu,,
ST_In_UI/TEXT_IN_UI_PHOTO_CAMERA_010,ズームイン,Zoom In,,
ST_In_UI/TEXT_IN_UI_PHOTO_CAMERA_011,ズームアウト,Zoom Out,,
ST_In_UI/TEXT_IN_UI_PHOTO_CAMERA_012,操作切り替え,Switch Modes,,
ST_In_UI/TEXT_IN_UI_PHOTO_CAMERA_013,ロール/ズームリセット,Reset Roll/Zoom,,
ST_In_UI/TEXT_IN_UI_PHOTO_CAMERA_014,前後移動,Forwards/Back Motion,,
ST_In_UI/TEXT_IN_UI_PHOTO_CAMERA_015,左右ロール,Left/Right Rolling,,
ST_In_UI/TEXT_IN_UI_PHOTO_CAMERA_016,移動,Movement,,
ST_In_UI/TEXT_IN_UI_PHOTO_CAMERA_017,回り込み,Wrap Around,,
ST_In_UI/TEXT_IN_UI_PHOTO_CAMERA_BUTTON_001,LIVE CAM,LIVE CAM,,
ST_In_UI/TEXT_IN_UI_PHOTO_CAMERA_BUTTON_002,FREE CAM,FREE CAM,,
ST_In_UI/TEXT_IN_UI_PHOTO_COLOR_0001,彩度,Saturation,,
ST_In_UI/TEXT_IN_UI_PHOTO_COLOR_0002,コントラスト,Contrast,,
ST_In_UI/TEXT_IN_UI_PHOTO_COLOR_0003,影色,Shadow Color,,
ST_In_UI/TEXT_IN_UI_PHOTO_COLOR_0004,背景色,Background Color,,
ST_In_UI/TEXT_IN_UI_PHOTO_COLOR_0005,レンズフレアカラー,Lens Flare Color,,
ST_In_UI/TEXT_IN_UI_PHOTO_COLOR_0006,色,Color,,
ST_In_UI/TEXT_IN_UI_PHOTO_COLOR_0007,色温度,Color Temperature,,
ST_In_UI/TEXT_IN_UI_PHOTO_COLOR_0008,フレア - 色,Flare Color,,
ST_In_UI/TEXT_IN_UI_PHOTO_COLOR_0009,フレア - 強度,Flare Strength,,
ST_In_UI/TEXT_IN_UI_PHOTO_COLOR_001,全般,General,,
ST_In_UI/TEXT_IN_UI_PHOTO_COLOR_0010,フレア - 大きさ,Flare Size,,
ST_In_UI/TEXT_IN_UI_PHOTO_COLOR_002,影 - 全体,Shadow - Whole,,
ST_In_UI/TEXT_IN_UI_PHOTO_COLOR_003,ハイライト,Highlight,,
ST_In_UI/TEXT_IN_UI_PHOTO_COLOR_004,アイドル,Idol,,
ST_In_UI/TEXT_IN_UI_PHOTO_COLOR_005,背景,Background,,
ST_In_UI/TEXT_IN_UI_PHOTO_EFFECT_0001,絞り値,Aperture,,
ST_In_UI/TEXT_IN_UI_PHOTO_EFFECT_0002,焦点位置,Focal Point,,
ST_In_UI/TEXT_IN_UI_PHOTO_EFFECT_0003,ボケ量,Bokeh Amount,,
ST_In_UI/TEXT_IN_UI_PHOTO_EFFECT_0004,ボケサイズ,Bokeh Size,,
ST_In_UI/TEXT_IN_UI_PHOTO_EFFECT_0005,焦点範囲,Focal Range,,
ST_In_UI/TEXT_IN_UI_PHOTO_EFFECT_0006,強度,Strength,,
ST_In_UI/TEXT_IN_UI_PHOTO_EFFECT_0007,しきい値,Threshold,,
ST_In_UI/TEXT_IN_UI_PHOTO_EFFECT_0008,露出補正,Exposure Compensation,,
ST_In_UI/TEXT_IN_UI_PHOTO_EFFECT_0009,拡散光 - 大きさ,Diffused Light Size,,
ST_In_UI/TEXT_IN_UI_PHOTO_EFFECT_001,被写界深度,Depth of Field,,
ST_In_UI/TEXT_IN_UI_PHOTO_EFFECT_0010,ブルーム - 強度,Bloom Strength,,
ST_In_UI/TEXT_IN_UI_PHOTO_EFFECT_0011,ブルーム - しきい値,Bloom Threshold,,
ST_In_UI/TEXT_IN_UI_PHOTO_EFFECT_0012,拡散光 - 強度,Diffused Light Intensity,,
ST_In_UI/TEXT_IN_UI_PHOTO_EFFECT_0013,大きさ,Size,,
ST_In_UI/TEXT_IN_UI_PHOTO_EFFECT_004,レンズフレア,Lens Flare,,
ST_In_UI/TEXT_IN_UI_PHOTO_EFFECT_006,色収差,Chromatic Aberration,,
ST_In_UI/TEXT_IN_UI_PHOTO_EFFECT_007,ノイズ,Film Grain,,
ST_In_UI/TEXT_IN_UI_PHOTO_EFFECT_008,ビネット,Vignette,,
ST_In_UI/TEXT_IN_UI_PHOTO_FRAME_0001,ワイプ,Clear,,
ST_In_UI/TEXT_IN_UI_PHOTO_FRAME_0002,フレーム名,Frame Name,,
ST_In_UI/TEXT_IN_UI_PHOTO_FRAME_0003,キャラレイヤー,Character Layer,,
ST_In_UI/TEXT_IN_UI_PHOTO_FRAME_0004,背景,Background,,
ST_In_UI/TEXT_IN_UI_PHOTO_FRAME_0005,背景‐柄,Background Pattern,,
ST_In_UI/TEXT_IN_UI_PHOTO_FRAME_0006,フレーム,Frame,,
ST_In_UI/TEXT_IN_UI_PHOTO_FRAME_0007,フレーム‐柄,Frame Pattern,,
ST_In_UI/TEXT_IN_UI_PHOTO_FRAME_0008,文字1‐影,Character 1 Shadow,,
ST_In_UI/TEXT_IN_UI_PHOTO_FRAME_0009,カテゴリ,Category,,
ST_In_UI/TEXT_IN_UI_PHOTO_FRAME_0010,文字1‐アウトライン,Character 1 Outline,,
ST_In_UI/TEXT_IN_UI_PHOTO_FRAME_0011,文字1,Character 1,,
ST_In_UI/TEXT_IN_UI_PHOTO_FRAME_0012,文字2‐影,Character 2 Shadow,,
ST_In_UI/TEXT_IN_UI_PHOTO_FRAME_0013,文字2‐アウトライン,Character 2 Outline,,
ST_In_UI/TEXT_IN_UI_PHOTO_FRAME_0014,文字2,Character 2,,
ST_In_UI/TEXT_IN_UI_PHOTO_FRAME_0016,ライン1,Line 1,,
ST_In_UI/TEXT_IN_UI_PHOTO_FRAME_0017,ライン2,Line 2,,
ST_In_UI/TEXT_IN_UI_PHOTO_FRAME_0018,ライン3,Line 3,,
ST_In_UI/TEXT_IN_UI_PHOTO_FRAME_0019,文字‐影,Character Shadow,,
ST_In_UI/TEXT_IN_UI_PHOTO_FRAME_0020,文字‐アウトライン,Character Outline,,
ST_In_UI/TEXT_IN_UI_PHOTO_FRAME_0021,文字,Character,,
ST_In_UI/TEXT_IN_UI_PHOTO_FRAME_0022,柄1,Pattern 1,,
ST_In_UI/TEXT_IN_UI_PHOTO_FRAME_0023,柄2,Pattern 2,,
ST_In_UI/TEXT_IN_UI_PHOTO_FRAME_0024,シルエット,Silhouette,,
ST_In_UI/TEXT_IN_UI_PHOTO_FRAME_CATEGORY_0001,ベーシック,Basic,,
ST_In_UI/TEXT_IN_UI_PHOTO_FRAME_CATEGORY_0002,スタンプ,Stamp,,
ST_In_UI/TEXT_IN_UI_PHOTO_FRAME_CATEGORY_0003,アイドル1,Idol 1,,
ST_In_UI/TEXT_IN_UI_PHOTO_FRAME_CATEGORY_0004,アイドル2,Idol 2,,
ST_In_UI/TEXT_IN_UI_PHOTO_FRAME_CATEGORY_0005,アイドル3,Idol 3,,
ST_In_UI/TEXT_IN_UI_PHOTO_GUIDE_001,全て初期値に戻す,Reset to Defaults,,
ST_In_UI/TEXT_IN_UI_PHOTO_PALLET_0004,透過,Transparency,,
ST_In_UI/TEXT_IN_UI_PHOTO_PALLET_0005,色相,Hue,,
ST_In_UI/TEXT_IN_UI_PHOTO_PALLET_0006,彩度,Saturation,,
ST_In_UI/TEXT_IN_UI_PHOTO_PALLET_0007,明度,Brightness,,
ST_In_UI/TEXT_IN_UI_PHOTO_PRESET_001,プリセット,Preset,,
ST_In_UI/TEXT_IN_UI_PHOTO_PRESET_002,ノワール,Noir,,
ST_In_UI/TEXT_IN_UI_PHOTO_PRESET_003,セピア,Sepia,,
ST_In_UI/TEXT_IN_UI_PHOTO_PRESET_004,ビビット,Vivid,,
ST_In_UI/TEXT_IN_UI_PHOTO_PRESET_005,ルビー,Ruby,,
ST_In_UI/TEXT_IN_UI_PHOTO_PRESET_006,サファイア,Sapphire,,
ST_In_UI/TEXT_IN_UI_PHOTO_PRESET_007,アンバー,Amber,,
ST_In_UI/TEXT_IN_UI_PHOTO_PRESET_008,エメラルド,Emerald,,
ST_In_UI/TEXT_IN_UI_PHOTO_PRESET_009,クリスタル,Crystal,,
ST_In_UI/TEXT_IN_UI_PHOTO_PRESET_010,ルミナス,Luminous,,
ST_In_UI/TEXT_IN_UI_PHOTO_PRESET_011,コミック,Comic,,
ST_In_UI/TEXT_IN_UI_PHOTO_TAB_0001,PRESET,PRESET,,
ST_In_UI/TEXT_IN_UI_PHOTO_TAB_0002,FRAME,FRAME,,
ST_In_UI/TEXT_IN_UI_PHOTO_TAB_0003,COLOR,COLOR,,
ST_In_UI/TEXT_IN_UI_PHOTO_TAB_0004,DOF,DOF,,
ST_In_UI/TEXT_IN_UI_PHOTO_TAB_0005,LIGHT,LIGHT,,
ST_In_UI/TEXT_IN_UI_PHOTO_TAB_0006,LENS FLARE,LENS FLARE,,
ST_In_UI/TEXT_IN_UI_PHOTO_TAB_0007,EFFECT,EFFECT,,
ST_In_UI/TEXT_IN_UI_PHOTO_TARGET_001,視点,Perspective,,
ST_In_UI/TEXT_IN_UI_PHOTO_TARGET_002,距離,Distance,,
ST_In_UI/TEXT_IN_UI_PHOTO_TARGET_003,カメラ,Camera,,
ST_In_UI/TEXT_IN_UI_TEST00,ＵＩ用テスト00,UI Test 00,,
ST_In_UI/TEXT_IN_UI_TEST01,ＵＩ用テスト01,UI Test 01,,
ST_In_UI/TEXT_IN_UI_TEST02,ＵＩ用テスト02,UI Test 02,,
