key,source,target,Translation Notes,Outstanding issues
ST_Commu_MD/Title_Idolchr_0112_Z_01_00,支え合えるように,So that we can support each other,This doesn't seem to read quite right at a glance -KK,
ST_Commu_MD/Title_Idolchr_0113_A_10_01,最高の舞台を作るために,To create the best stage,,
ST_Commu_MD/Title_Idolchr_0113_Z_01_00,アメリカでの挑戦,Challenge in the U.S.A,"Changed ""America"" to ""The U.S.A"" to make it flow a bit better, and to give it
a bit of personality -KK",
ST_Commu_MD/Title_Idolchr_0201_Z_01_00,闇の言葉で,Words in the Darkness,"Changed it to be a bit more faithful to the kanji and sentence structure than what
DeepL (""In the Language of Darkness"") spat out on it's own -KK",
ST_Commu_MD/Title_Idolchr_0202_A_01_00,ルミナスの展望,Luminous Mindset,"Ultimately, the use of ""Perspective"" in the sentence gives us an indication that this
is referring to the worldview or the state of mind of someone or a group -KK",
ST_Commu_MD/Title_Idolchr_0202_A_02_00,『楽してアイドル』,"""Have Fun, Idols!""",Decided to use quotations and to match the kanji and word structure for the title -KK,
ST_Commu_MD/Title_Idolchr_0202_A_03_00,先見の明,Foresight,,
ST_Commu_MD/Title_Idolchr_0202_A_04_00,ウサギソファでひと休み♪,Unwinding on the Bunny Sofa,"Decided to use ""Unwinding"" instead of ""Taking a Break"", as that seems like it would
fit Anzu's characteristics of being lazy more. -KK",
ST_Commu_MD/Title_Idolchr_0202_A_05_00,やる気を出す方法,How to Get Motivated,,
ST_Commu_MD/Title_Idolchr_0202_A_06_00,不労所得の味,A Nibble of Unemployment,"I thought that this sounded a bit better than ""The taste of unearned income"", but I'd
imagine I'd want to change this based on the context of this COMMU from Anzu. -KK",
ST_Commu_MD/Title_Idolchr_0202_A_07_00,それぞれの夢,Each Dream,,
ST_Commu_MD/Title_Idolchr_0202_A_08_00,ゲーム実況に挑戦！,Taking on the Game!,"I thought this made more sense from the perspective of being challenged by a game
rather than ""Challenging the Gameplay!"" -KK",
ST_Commu_MD/Title_Idolchr_0202_A_09_00,開かれた展望,A Clear Conscious,"I thought that using ""Clear"" to signify something being open, and ""Conscious"" to describe
one's perception (their outlook) makes sense -KK ",
ST_Commu_MD/Title_Idolchr_0202_A_10_00,お昼寝タイム,Nap Time,This is fine and concise as is. -KK,
ST_Commu_MD/Title_Idolchr_0202_A_11_00,ライブ開催……？,Holding Live ......?,,
ST_Commu_MD/Title_Idolchr_0202_A_11_01,素敵な誤算,A Nice Miscalculation,,
ST_Commu_MD/Title_Idolchr_0202_A_12_00,ふたり一緒なら,If We're Together,,
ST_Commu_MD/Title_Idolchr_0202_B_20_01,ふれあい　ソファ争奪戦？,Connections: Battle for the Couch?,"I am going to generically translate ""fureai"" as ""connection"" -F91",
ST_Commu_MD/Title_Idolchr_0202_B_20_02,ふれあい　好きな味は○○味,Connections: My Favorite Flavor Is  ____.,,
ST_Commu_MD/Title_Idolchr_0202_B_20_03,ふれあい　おすすめの本,Connections: Recommended Books,,
ST_Commu_MD/Title_Idolchr_0202_B_20_04,ふれあい　ご褒美プリーズ,Connections: Rewards Please,,
ST_Commu_MD/Title_Idolchr_0202_B_20_05,ふれあい　ふたりの共通点,Connections: What They Have in Common,,
ST_Commu_MD/Title_Idolchr_0202_B_20_06,ふれあい　コンビニでお買い物,Connections: Convenience Store Shopping,,
ST_Commu_MD/Title_Idolchr_0202_B_20_07,ふれあい　クレーンでゲット,Connections: Getting Things from Crane Games,,
ST_Commu_MD/Title_Idolchr_0202_B_20_08,ふれあい　誰のモノマネ？,Connections: Who Are You Impersonating?,,
ST_Commu_MD/Title_Idolchr_0202_C_30_01,ふれあい　出かけるなら？,What do you do when you go out?,,
ST_Commu_MD/Title_Idolchr_0202_Z_01_00,明日から頑張れば……,If you work hard tomorrow ......,,
ST_Commu_MD/Title_Idolchr_0203_A_09_01,迷ったときは背を押して,"When in doubt, push back.",,
ST_Commu_MD/Title_Idolchr_0203_Z_01_00,頼りがいのある、ほっとけない人,A person who is dependable and cannot be left alone,,
ST_Commu_MD/Title_Idolchr_0204_Z_01_00,ず～っとハピハピ♪,I'll always be happy happy,,
ST_Commu_MD/Title_Idolchr_0205_A_10_01,頑張った証,Proof of your hard work,,
ST_Commu_MD/Title_Idolchr_0205_Z_01_00,楽しい毎日のために,For a happy everyday,,
ST_Commu_MD/Title_Idolchr_0206_Z_01_00,熱いのがお好き,I Like It Hot,,
ST_Commu_MD/Title_Idolchr_0301_A_10_01,フィーリングでも結果オーライ？,Do you like the results of feeling?,,
ST_Commu_MD/Title_Idolchr_0301_Z_01_00,これからの未来,The future,,
ST_Commu_MD/Title_Idolchr_0302_Z_01_00,ふたりの力,The power of the two of us,,
ST_Commu_MD/Title_Idolchr_0303_Z_01_00,将来はもっともっと♪,The future will be more than ♪,,
ST_Commu_MD/Title_Idolchr_0304_Z_01_00,凱旋,Triumphant return,,
ST_Commu_MD/Title_Idolchr_0305_A_10_01,歌の力,The Power of Song,,
ST_Commu_MD/Title_Idolchr_0305_Z_01_00,ふたりだけの新しい扉,A new door just for the two of us,,
ST_Commu_MD/Title_Idolchr_0306_Z_01_00,魅力的な笑顔で,With a Charming Smile,,
ST_Commu_MD/Title_Idolchr_0401_A_10_01,少しずつでも進んで,"Moving forward, little by little",,
ST_Commu_MD/Title_Idolchr_0401_Z_01_00,安心する場所,A place where we feel safe,,
ST_Commu_MD/Title_Idolchr_0402_A_01_00,楽しい毎日,Happy days,,
ST_Commu_MD/Title_Idolchr_0402_A_02_00,理由,The Reason,,
ST_Commu_MD/Title_Idolchr_0402_A_03_00,ふたりのお茶会,A tea party for the two of us,,
ST_Commu_MD/Title_Idolchr_0402_A_04_00,ショーウィンドウ,Show Window,,
ST_Commu_MD/Title_Idolchr_0402_A_05_00,私の夢,My dream,,
ST_Commu_MD/Title_Idolchr_0402_A_06_00,ファンが喜ぶ仕事,A job that makes my fans happy,,
ST_Commu_MD/Title_Idolchr_0402_A_07_00,笑顔,Smile,,
ST_Commu_MD/Title_Idolchr_0402_A_08_00,海の向こう,Beyond the Sea,,
ST_Commu_MD/Title_Idolchr_0402_A_09_00,可愛い子には旅をさせろ,Let a pretty girl travel,,
ST_Commu_MD/Title_Idolchr_0402_A_10_00,彼方への思い,Thoughts on the Beyond,,
ST_Commu_MD/Title_Idolchr_0402_A_10_01,レッスンの成果,Results of lessons,,
ST_Commu_MD/Title_Idolchr_0402_A_11_00,道,The Road,,
ST_Commu_MD/Title_Idolchr_0402_A_12_00,海へ,To the Sea,,
ST_Commu_MD/Title_Idolchr_0402_B_20_01,ふれあい　気になるあの人,Connections: That Person Who Cares,,
ST_Commu_MD/Title_Idolchr_0402_B_20_02,ふれあい　……あれ？,Connections: ...Huh?,,
ST_Commu_MD/Title_Idolchr_0402_B_20_03,ふれあい　アイドルに必要なもの,Connections: What Idols Need,,
ST_Commu_MD/Title_Idolchr_0402_B_20_04,ふれあい　ドキドキさせるには,Connections: What Makes You Excited,,
ST_Commu_MD/Title_Idolchr_0402_B_20_05,ふれあい　気持ちの切り替え方,Connections: How to Change the Mood,,
ST_Commu_MD/Title_Idolchr_0402_B_20_06,ふれあい　おすすめのメニューは？,Connections: What Is Recommended from the Menu?,,
ST_Commu_MD/Title_Idolchr_0402_B_20_07,ふれあい　どのゲームで遊ぼう？,Connections: Which Game to Play?,,
ST_Commu_MD/Title_Idolchr_0402_B_20_08,ふれあい　行きたいところ,Connections: Where Do You Want to Go?,,
ST_Commu_MD/Title_Idolchr_0402_C_30_01,ふれあい　出かけるなら？,Where to go?,,
ST_Commu_MD/Title_Idolchr_0402_Z_01_00,彼方の夢へ,To a dream beyond,,
ST_Commu_MD/Title_Idolchr_0403_Z_01_00,戦いは終わらない,The battle never ends,,
ST_Commu_MD/Title_Idolchr_0404_A_10_01,キラキラ☆,Glitter Stars,,
ST_Commu_MD/Title_Idolchr_0404_Z_01_00,キラキラのもっともっと先へ！,"More glitter, more glitter, more glitter!",,
ST_Commu_MD/Title_Idolchr_0405_Z_01_00,素晴らしき日々,Wonderful days,,
ST_Commu_MD/Title_Idolchr_0406_Z_01_00,持ち物には名前を,Naming Your Belongings,,
ST_Commu_MD/Title_Idolchr_0501_Z_01_00,最高の協力関係,The best cooperation,,
ST_Commu_MD/Title_Idolchr_0502_Z_01_00,信頼できるアドバイザー,A trusted advisor,,
ST_Commu_MD/Title_Idolchr_0601_Z_01_00,あの日の約束,The promise of that day,,
ST_Commu_MD/Title_Idolchr_0602_A_06_00,動画投稿のお手伝い,Help with video submissions,,
ST_Commu_MD/Title_Idolchr_0602_Z_01_00,ちぐはぐパートナー,Flawed Partners,,
ST_Commu_MD/Title_Stage_Challenge_0101_00,アイドルの輝き　その１,The Sparkle of Idols: Part 1,,
ST_Commu_MD/Title_Stage_Challenge_0101_10,アイドルの輝き　その２,The Sparkle of Idols: Part 2,,
ST_Commu_MD/Title_Stage_Challenge_0102_00,アイドルの輝き　その３,The Sparkle of Idols: Part 3,,
ST_Commu_MD/Title_Stage_Challenge_0102_10,アイドルの輝き　その４,The Sparkle of Idols: Part 4,,
ST_Commu_MD/Title_Stage_Challenge_0201_00,みんなと一緒に　その１,Together with Everyone: Part 1,,
ST_Commu_MD/Title_Stage_Challenge_0201_10,みんなと一緒に　その２,Together with Everyone: Part 2,,
ST_Commu_MD/Title_Stage_Challenge_0202_00,みんなと一緒に　その３,Together with Everyone: Part 3,,
ST_Commu_MD/Title_Stage_Challenge_0202_10,みんなと一緒に　その４,Together with Everyone: Part 4,,
ST_Commu_MD/Title_Stage_Challenge_0301_00,新しい私たち　その１,The New Us: Part 1,,
ST_Commu_MD/Title_Stage_Challenge_0301_10,新しい私たち　その２,The New Us: Part 2,,
ST_Commu_MD/Title_Stage_Challenge_0302_00,新しい私たち　その３,The New Us: Part 3,,
ST_Commu_MD/Title_Stage_Challenge_0302_10,新しい私たち　その４,The New Us: Part 4,,
ST_Commu_MD/Title_Stage_Challenge_0401_00,蝶が羽ばたくとき　その１,When Butterflies Flap Their Wings: Part 1,,
ST_Commu_MD/Title_Stage_Challenge_0401_10,蝶が羽ばたくとき　その２,When Butterflies Flap Their Wings: Part 2,,
ST_Commu_MD/Title_Stage_Challenge_0402_00,蝶が羽ばたくとき　その３,When Butterflies Flap Their Wings: Part 3,,
ST_Commu_MD/Title_Stage_Challenge_0402_10,蝶が羽ばたくとき　その４,When Butterflies Flap Their Wings: Part 4,,
ST_Commu_MD/Title_Stage_Challenge_0501_00,仲間と織り成す物語　その１,Weaving a Story with Friends: Part 1,,
ST_Commu_MD/Title_Stage_Challenge_0501_10,仲間と織り成す物語　その２,Weaving a Story with Friends: Part 2,,
ST_Commu_MD/Title_Stage_Challenge_0502_00,仲間と織り成す物語　その３,Weaving a Story with Friends: Part 3,,
ST_Commu_MD/Title_Stage_Challenge_0502_10,仲間と織り成す物語　その４,Weaving a Story with Friends: Part 4,,
ST_Commu_MD/Title_Stage_Challenge_0601_00,いつか大空へ……　その１,Someday to the Skies... : Part 1,,
ST_Commu_MD/Title_Stage_Challenge_0601_10,いつか大空へ……　その２,Someday to the Skies... : Part 2,,
ST_Commu_MD/Title_Stage_Challenge_0602_00,いつか大空へ……　その３,Someday to the Skies... : Part 3,,
ST_Commu_MD/Title_Stage_Challenge_0602_10,いつか大空へ……　その４,Someday to the Skies... : Part 4,,
ST_Commu_MD/Title_Tours_0000_A_01_00,『るみなすじゃぱん47』開始,Luminous Japan Start,,
ST_Commu_MD/Title_Tours_0000_A_99_00,『るみなすじゃぱん47』終了,Luminous Japan End,,
ST_Commu_MD/Title_Tours_0001_A_01_00,北東エリア　開始,Northeastern Area Start,,
ST_Commu_MD/Title_Tours_0001_A_99_00,北東エリア　終了,Northeastern Area End,,
ST_Commu_MD/Title_Tours_0001_B_01_00,青森　アイドル大使・任命,Aomori: Idol Ambassador Appointment,,
ST_Commu_MD/Title_Tours_0001_B_10_00,青森　ステージ前,Aomori: Stagefront,,
ST_Commu_MD/Title_Tours_0001_B_99_00,青森　アイドル大使・報告,Aomori: Idol Ambassador Report,,
ST_Commu_MD/Title_Tours_0001_C_01_00,秋田　アイドル大使・任命,Akita: Idol Ambassador Appointment,,
ST_Commu_MD/Title_Tours_0001_C_10_00,秋田　ステージ前,Akita: Stagefront,,
ST_Commu_MD/Title_Tours_0001_C_99_00,秋田　アイドル大使・報告,Akita: Idol Ambassador Report,,
ST_Commu_MD/Title_Tours_0001_D_01_00,山形　アイドル大使・任命,Yamagata: Idol Ambassador Appointment,,
ST_Commu_MD/Title_Tours_0001_D_10_00,山形　ステージ前,Yamagata: Stagefront,,
ST_Commu_MD/Title_Tours_0001_D_99_00,山形　アイドル大使・報告,Yamagata: Idol Ambassador Report,,
ST_Commu_MD/Title_Tours_0001_E_01_00,北海道　アイドル大使・任命,Hokkaido: Idol Ambassador Appointment,,
ST_Commu_MD/Title_Tours_0001_E_10_00,北海道　ステージ前,Hokkaido: Stagefront,,
ST_Commu_MD/Title_Tours_0001_E_50_00,北海道　ご当地の休日,Hokkaido: Local Holiday,,
ST_Commu_MD/Title_Tours_0001_E_99_00,北海道　アイドル大使・報告,Hokkaido: Idol Ambassador Report,,
ST_Commu_MD/Title_Tours_0001_F_01_00,岩手　アイドル大使・任命,Iwate: Idol Ambassador Appointment,,
ST_Commu_MD/Title_Tours_0001_F_10_00,岩手　ステージ前,Iwate: Stagefront,,
ST_Commu_MD/Title_Tours_0001_F_99_00,岩手　アイドル大使・報告,Iwate: Idol Ambassador Report,,
ST_Commu_MD/Title_Tours_0001_G_01_00,福島　アイドル大使・任命,Fukushima: Idol Ambassador Appointment,,
ST_Commu_MD/Title_Tours_0001_G_10_00,福島　ステージ前,Fukushima: Stagefront,,
ST_Commu_MD/Title_Tours_0001_G_99_00,福島　アイドル大使・報告,Fukushima: Idol Ambassador Report,,
ST_Commu_MD/Title_Tours_0001_H_01_00,茨城　アイドル大使・任命,Ibaraki: Idol Ambassador Appointment,,
ST_Commu_MD/Title_Tours_0001_H_10_00,茨城　ステージ前,Ibaraki: Stagefront,,
ST_Commu_MD/Title_Tours_0001_H_99_00,茨城　アイドル大使・報告,Ibaraki: Idol Ambassador Report,,
ST_Commu_MD/Title_Tours_0001_I_01_00,宮城　アイドル大使・任命,Miyagi: Idol Ambassador Appointment,,
ST_Commu_MD/Title_Tours_0001_I_10_00,宮城　ステージ前,Miyagi: Stagefront,,
ST_Commu_MD/Title_Tours_0001_I_50_00,宮城　ご当地の休日,Miyagi: Local Holiday,,
ST_Commu_MD/Title_Tours_0001_I_99_00,宮城　アイドル大使・報告,Miyagi: Idol Ambassador Report,,
ST_Commu_MD/Title_Tours_0002_A_01_00,南エリア　開始,Southern Area Start,,
ST_Commu_MD/Title_Tours_0002_A_99_00,南エリア　終了,Southern Area End,,
ST_Commu_MD/Title_Tours_0002_B_01_00,大分　アイドル大使・任命,Oita: Idol Ambassador Appointment,,
ST_Commu_MD/Title_Tours_0002_B_10_00,大分　ステージ前,Oita: Stagefront,,
ST_Commu_MD/Title_Tours_0002_B_99_00,大分　アイドル大使・報告,Oita: Idol Ambassador Report,,
ST_Commu_MD/Title_Tours_0002_C_01_00,熊本　アイドル大使・任命,Kumamoto: Idol Ambassador Appointment,,
ST_Commu_MD/Title_Tours_0002_C_10_00,熊本　ステージ前,Kumamoto: Stagefront,,
ST_Commu_MD/Title_Tours_0002_C_99_00,熊本　アイドル大使・報告,Kumamoto: Idol Ambassador Report,,
ST_Commu_MD/Title_Tours_0002_D_01_00,宮崎　アイドル大使・任命,Miyazaki: Idol Ambassador Appointment,,
ST_Commu_MD/Title_Tours_0002_D_10_00,宮崎　ステージ前,Miyazaki: Stagefront,,
ST_Commu_MD/Title_Tours_0002_D_99_00,宮崎　アイドル大使・報告,Miyazaki: Idol Ambassador Report,,
ST_Commu_MD/Title_Tours_0002_E_01_00,福岡　アイドル大使・任命,Fukuoka: Idol Ambassador Appointment,,
ST_Commu_MD/Title_Tours_0002_E_10_00,福岡　ステージ前,Fukuoka: Stagefront,,
ST_Commu_MD/Title_Tours_0002_E_50_00,福岡　ご当地の休日,Fukushima: Local Holiday,"shouldn't this be fukuoka?
Yep it's fukuoka. Bandai fucked up -F91 3/12/22",
ST_Commu_MD/Title_Tours_0002_E_99_00,福岡　アイドル大使・報告,Fukuoka: Idol Ambassador Report,,
ST_Commu_MD/Title_Tours_0002_F_01_00,佐賀　アイドル大使・任命,Saga: Idol Ambassador Appointment,,
ST_Commu_MD/Title_Tours_0002_F_10_00,佐賀　ステージ前,Saga: Stagefront,,
ST_Commu_MD/Title_Tours_0002_F_99_00,佐賀　アイドル大使・報告,Saga: Idol Ambassador Report,,
ST_Commu_MD/Title_Tours_0002_G_01_00,鹿児島　アイドル大使・任命,Kagoshima: Idol Ambassador Appointment,,
ST_Commu_MD/Title_Tours_0002_G_10_00,鹿児島　ステージ前,Kagoshima: Stagefront,,
ST_Commu_MD/Title_Tours_0002_G_99_00,鹿児島　アイドル大使・報告,Kagoshima: Idol Ambassador Report,,
ST_Commu_MD/Title_Tours_0002_H_01_00,沖縄　アイドル大使・任命,Okinawa: Idol Ambassador Appointment,,
ST_Commu_MD/Title_Tours_0002_H_10_00,沖縄　ステージ前,Okinawa: Stagefront,,
ST_Commu_MD/Title_Tours_0002_H_99_00,沖縄　アイドル大使・報告,Okinawa: Idol Ambassador Report,,
ST_Commu_MD/Title_Tours_0002_I_01_00,長崎　アイドル大使・任命,Nagasaki: Idol Ambassador Appointment,,
ST_Commu_MD/Title_Tours_0002_I_10_00,長崎　ステージ前,Nagasaki: Stagefront,,
ST_Commu_MD/Title_Tours_0002_I_50_00,長崎　ご当地の休日,Nagasaki: Local Holiday,,
ST_Commu_MD/Title_Tours_0002_I_99_00,長崎　アイドル大使・報告,Nagasaki: Idol Ambassador Report,,
ST_Commu_MD/Title_Tours_0003_A_01_00,上方エリア　開始,Kansai Area Start,,
ST_Commu_MD/Title_Tours_0003_A_99_00,上方エリア　終了,Kansai Area End,,
ST_Commu_MD/Title_Tours_0003_B_01_00,奈良　アイドル大使・任命,Nara: Idol Ambassador Appointment,,
ST_Commu_MD/Title_Tours_0003_B_10_00,奈良　ステージ前,Nara: Stagefront,,
ST_Commu_MD/Title_Tours_0003_B_99_00,奈良　アイドル大使・報告,Nara: Idol Ambassador Report,,
ST_Commu_MD/Title_Tours_0003_C_01_00,和歌山　アイドル大使・任命,Wakayama: Idol Ambassador Appointment,,
ST_Commu_MD/Title_Tours_0003_C_10_00,和歌山　ステージ前,Wakayama: Stagefront,,
ST_Commu_MD/Title_Tours_0003_C_99_00,和歌山　アイドル大使・報告,Wakayama: Idol Ambassador Report,,
ST_Commu_MD/Title_Tours_0003_D_01_00,三重　アイドル大使・任命,Mie: Idol Ambassador Appointment,,
ST_Commu_MD/Title_Tours_0003_D_10_00,三重　ステージ前,Mie: Stagefront,,
ST_Commu_MD/Title_Tours_0003_D_99_00,三重　アイドル大使・報告,Mie: Idol Ambassador Report,,
ST_Commu_MD/Title_Tours_0003_E_01_00,大阪　アイドル大使・任命,Osaka: Idol Ambassador Appointment,,
ST_Commu_MD/Title_Tours_0003_E_10_00,大阪　ステージ前,Osaka: Stagefront,,
ST_Commu_MD/Title_Tours_0003_E_50_00,大阪　ご当地の休日,Osaka: Local Holiday,,
ST_Commu_MD/Title_Tours_0003_E_99_00,大阪　アイドル大使・報告,Osaka: Idol Ambassador Report,,
ST_Commu_MD/Title_Tours_0003_F_01_00,滋賀　アイドル大使・任命,Shiga: Idol Ambassador Appointment,,
ST_Commu_MD/Title_Tours_0003_F_10_00,滋賀　ステージ前,Shiga: Stagefront,,
ST_Commu_MD/Title_Tours_0003_F_99_00,滋賀　アイドル大使・報告,Shiga: Idol Ambassador Report,,
ST_Commu_MD/Title_Tours_0003_G_01_00,兵庫　アイドル大使・任命,Hyogo: Idol Ambassador Appointment,,
ST_Commu_MD/Title_Tours_0003_G_10_00,兵庫　ステージ前,Hyogo: Stagefront,,
ST_Commu_MD/Title_Tours_0003_G_99_00,兵庫　アイドル大使・報告,Hyogo: Idol Ambassador Report,,
ST_Commu_MD/Title_Tours_0003_H_01_00,岡山　アイドル大使・任命,Okayama: Idol Ambassador Appointment,,
ST_Commu_MD/Title_Tours_0003_H_10_00,岡山　ステージ前,Okayama: Stagefront,,
ST_Commu_MD/Title_Tours_0003_H_99_00,岡山　アイドル大使・報告,Okayama: Idol Ambassador Report,,
ST_Commu_MD/Title_Tours_0003_I_01_00,京都　アイドル大使・任命,Kyoto: Idol Ambassador Appointment,,
ST_Commu_MD/Title_Tours_0003_I_10_00,京都　ステージ前,Kyoto: Stagefront,,
