"id","character","source","translatedstr"
"Idolchr_0305_B_20_03_001(0)","Ｐ","（仕事は無事に終った……。
あとは事務所に戻るだけだな）","(The job was successfully completed. ......
(Now all we have to do is get back to the office.)"
"Idolchr_0305_B_20_03_002(0)","Ｐ","歌織さん、他の事務所のアイドルたちとは
どうですか？　気になることとかありませんか？","Kaori-san, I have been working with idols from other offices.
What do you think? Do you have any concerns?"
"Idolchr_0305_B_20_03_003(0)","歌織","みんなとても素敵で可愛い子たちばかりで、
毎日楽しく活動していますよ","They were all very nice and pretty,
We enjoy our activities every day!"
"Idolchr_0305_B_20_03_004(0)","歌織","そうですね……気になっていることといえば、
律子ちゃんのことが少し気になりますね","Yes, ...... if that's what you're wondering about,
I'm a little concerned about Ritsuko."
"Idolchr_0305_B_20_03_005(0)","Ｐ","律子がですか？
もしかしてそれは……","Ritsuko is?
Maybe it's ......"
"Idolchr_0305_B_20_03_006(0)","選択肢","サポートして
くれるところ","Support.
sunken place"
"Idolchr_0305_B_20_03_007(0)","選択肢","事務の仕事を
しているところ","Clerical work.
where we are doing"
"Idolchr_0305_B_20_03_008(0)","選択肢","ゲームが
好きなところ","The game.
Favorite place"
"Idolchr_0305_B_20_03_009(0)","Ｐ","ルミナスの活動の下支えというか、
裏方役としてサポートしてるところですか？","It's more like the underpinning of Luminous' activities,
Is this the part where you support them in a behind-the-scenes role?"
"Idolchr_0305_B_20_03_010(0)","歌織","はい！　律子ちゃん自身の活動もあるのに、
みんなのことを気にしていて……尊敬します","Yes! Even though Ritsuko has her own activities,
I respect ...... for looking out for everyone!"
"Idolchr_0305_B_20_03_011(0)","Ｐ","帳簿をつけたり、事務仕事を
こなせるところですか？","bookkeeping and other clerical work.
Is it a place where you can do it?"
"Idolchr_0305_B_20_03_012(0)","歌織","そうですね。事務仕事もできるなんて、
しっかり者の律子ちゃんらしくて素敵ですよね","Yes, I can't believe you can do office work too,
It's nice, just like the firm Ritsuko."
"Idolchr_0305_B_20_03_013(0)","Ｐ","ゲームが好きなところ、ですか？","Where you like to play games, right?"
"Idolchr_0305_B_20_03_014(0)","歌織","はい。そういう博識なところも律子ちゃんらしくて、
私も見習わないとなって思います","Yes, that kind of erudition is also very Ritsuko,
I think I should learn from him too."
"Idolchr_0305_B_20_03_015(0)","歌織","ただ、律子ちゃんは器用だから、いろんなことを
やってくれて、無理をしていないか心配で……","But Ritsuko is very dexterous, so she can do a lot of things.
They did it, and I was worried that they were overworking themselves. ......"
"Idolchr_0305_B_20_03_016(0)","Ｐ","確かに……。律子の頑張りのおかげで
俺も助けてもらってることが多いですね","Certainly ......, thanks to Ritsuko's hard work.
I've had a lot of help too."
"Idolchr_0305_B_20_03_017(0)","Ｐ","ありがとうございます、歌織さん。俺も律子を
フォローするので、何か気付いたら言ってください","Thank you, Utah, and I'll take Ritsuko too.
I'll follow up, so if you notice anything, please let me know."
"Idolchr_0305_B_20_03_018(0)","歌織","もちろんです！
私にできることなら、遠慮なく言ってくださいね♪","
If there is anything I can do, please don't hesitate to tell me... ♪"
"Idolchr_0305_B_20_04_001(0)","Ｐ","（打ち合わせを終え事務所へ戻ってくると、
歌織さんが冷蔵庫の前で何かをしていた……）","(When I returned to the office after the meeting,
(Utahori was doing something in front of the refrigerator: ......)"
"Idolchr_0305_B_20_04_002(0)","Ｐ","歌織さん、お疲れ様です。
えっと……何をしてるんですか？","Thank you for your hard work, Utahori.
Let's see... ...... What are you doing?"
"Idolchr_0305_B_20_04_003(0)","歌織","あ、お疲れ様です、プロデューサーさん。
みんなへの差し入れを、冷蔵庫にしまっていたんです","Oh, thanks for your help, producer.
I had put the goodies for everyone in the fridge."
"Idolchr_0305_B_20_04_004(0)","歌織","お気に入りのお店のスイーツなのですが……。
プロデューサーさんもいかがですか？","It's a sweet treat from my favorite restaurant. ......
How about you, producer?"
"Idolchr_0305_B_20_04_005(0)","Ｐ","いいんですか？　それじゃあ……","Are you sure? Okay then. ......"
"Idolchr_0305_B_20_04_006(0)","選択肢","チョコのケーキ","Chocolate cake"
"Idolchr_0305_B_20_04_007(0)","選択肢","いちごのお菓子","Strawberry sweets"
"Idolchr_0305_B_20_04_008(0)","選択肢","たくさんもらう","receive something (usu. an award) in abundance"
"Idolchr_0305_B_20_04_009(0)","Ｐ","このチョコのケーキをいただきます","I will take this chocolate cake."
"Idolchr_0305_B_20_04_010(0)","歌織","あっ、それ、私もお気に入りのケーキなんです！
ほどよい甘さで、とても美味しいんですよ","Oh, that's my favorite cake too!
It's just the right amount of sweetness."
"Idolchr_0305_B_20_04_011(0)","Ｐ","いちごのお菓子、美味しそうですね","Your strawberry pastry looks delicious!"
"Idolchr_0305_B_20_04_012(0)","歌織","はい！　甘酸っぱくて美味しいんですよ。
プロデューサーさんはいちごがお好きなんですね","Yes! They are sweet and sour.
I see your producer likes strawberries."
"Idolchr_0305_B_20_04_013(0)","Ｐ","……えっと、どれも美味しそうなので、
たくさんもらってもいいですか？","...... Well, they all look delicious,
Can I have a lot?"
"Idolchr_0305_B_20_04_014(0)","歌織","は、はい。余分に用意したので大丈夫ですけど……。
みんなの分は残してくださいね","Ha, yes, I prepared extra so it's okay, but .......
Please leave some for everyone."
"Idolchr_0305_B_20_04_015(0)","Ｐ","ありがとうございます。
そうだ、差し入れのお礼をしないといけませんね","
Yes, I should thank you for the food you brought me."
"Idolchr_0305_B_20_04_016(0)","歌織","そんな、お礼だなんて！
気にしなくていいんですよ","Oh no, I can't believe I'm thanking you!
Don't worry about it."
"Idolchr_0305_B_20_04_017(0)","Ｐ","いえ、歌織さんにはお世話になってますから！
だから、俺にできることでしたら、なんだってします","No, I am indebted to Kaori-san!
So, if there is anything I can do, I will do it."
"Idolchr_0305_B_20_04_018(0)","歌織","……ありがとうございます！　では、プロデューサー
さんにお願いしたいこと……考えておきますね♪","Thank you ....... So long, producer!
I'll think about what I'd like to ask Ms. ......... ♪"
"Idolchr_0305_B_20_05_001(0)","Ｐ","（歌織さんから知人の合唱会があると聞き、
とある学園祭へとやって来た）","(I heard from Kaori-san that there was a choral group of her acquaintance,
I came to a school festival.)"
"Idolchr_0305_B_20_05_002(0)","Ｐ","ご友人の出演される合唱、楽しみですね。
まだ時間がありますけど、催し物を見て回りますか？","I am looking forward to the chorus that your friend will be performing in.
There's still time. Would you like to take a look around?"
"Idolchr_0305_B_20_05_003(0)","歌織","はい、そうしましょう。
見て回るだけでも、ワクワクしてきますからね","Yes, let's do that.
Just looking around is exciting, you know."
"Idolchr_0305_B_20_05_004(0)","歌織","それにしても、いろんな催し物がありますね！
どれを見るか、迷ってしまいます","But still, there are all kinds of events!
It's hard to decide which one to see!"
"Idolchr_0305_B_20_05_005(0)","歌織","プロデューサーさんは、
何か見たいものはありますか？","
Is there anything you would like to see?"
"Idolchr_0305_B_20_05_006(0)","Ｐ","そうですね。
それなら……",""
"Idolchr_0305_B_20_05_007(0)","選択肢","屋台","stall"
"Idolchr_0305_B_20_05_008(0)","選択肢","バンド演奏","band performance"
"Idolchr_0305_B_20_05_009(0)","選択肢","休憩する","Take a break"
"Idolchr_0305_B_20_05_010(0)","Ｐ","あそこの屋台なんかどうですか？
焼きそばを売っているみたいです","How about that food stall over there?
Looks like they sell yakisoba."
"Idolchr_0305_B_20_05_011(0)","歌織","学園祭らしくていいですね。実は私、少し
お腹が空いていて……ふふっ、行きましょう♪","It looks like a school festival.
I'm hungry and I'm ...... phew, let's go... ♪"
"Idolchr_0305_B_20_05_012(0)","Ｐ","ステージでバンド演奏があるみたいです。
せっかくなので、見ていきますか？","It looks like there will be a band playing on stage.
Since we are here, shall we take a look?"
"Idolchr_0305_B_20_05_013(0)","歌織","はい、どんな演奏をするのか、気になります。
ぜひ見に行きましょう！","Yes, I am curious to see how they will perform.
Let's go see it!"
"Idolchr_0305_B_20_05_014(0)","Ｐ","催し物を見て回る前に、休憩でもしますか？
ここまで来るのに、結構かかりましたし","Would you like to take a break before looking around the entertainment?
And it took me quite a while to get here."
"Idolchr_0305_B_20_05_015(0)","歌織","でも、せっかく学園祭に来たのですから、
もっといろいろ見て回りたいです……","But we have come all the way to the school festival,
I'd like to look around more ......"
"Idolchr_0305_B_20_05_016(0)","Ｐ","そ、そうですね、すみません。
じゃあ、あそこの催し物を見に行きませんか？","Well, yes, I'm sorry.
Then, why don't you go see the event over there?"
"Idolchr_0305_B_20_05_017(0)","歌織","私が学生だったの、それほど昔のことでも
ないのに……。ここにいると、なんだか懐かしいです","I was a student, not so long ago.
I miss being here at ......, even though I don't have any!"
"Idolchr_0305_B_20_05_018(0)","Ｐ","それでしたら、
みんなでプチ学園祭を開催しましょうか","If that's the case,
Shall we hold a petit school festival for everyone?"
"Idolchr_0305_B_20_05_019(0)","歌織","ふふっ、それは素敵ですね。
楽しみにしています、プロデューサーさん♪","Phew, that's lovely.
Looking forward to it, Producer-san ♪"
"Idolchr_0305_B_20_06_001(0)","Ｐ","（歌織さんと一緒に、ファミレスにやって来た）","(I came to a family restaurant with Kaori-san)"
"Idolchr_0305_B_20_06_002(0)","Ｐ","歌織さん、なにを頼みますか？","What are you asking for, Kaori-san?"
"Idolchr_0305_B_20_06_003(0)","歌織","実は私、ファミレスにあまり来たことがなくて……。
オススメのメニューを教えてもらえませんか？","Actually, I haven't been to many family restaurants. ......
Can you give me some recommendations?"
"Idolchr_0305_B_20_06_004(0)","Ｐ","（歌織さんにオススメするとしたら……）","(I would recommend it to Kaori-san at ......)"
"Idolchr_0305_B_20_06_005(0)","選択肢","ケーキセット","cake set"
"Idolchr_0305_B_20_06_006(0)","選択肢","パスタ","pasta"
"Idolchr_0305_B_20_06_007(0)","選択肢","ビッグサイズ
ハンバーグ","large size
Hamburg steak"
"Idolchr_0305_B_20_06_008(0)","Ｐ","ケーキセットなんてどうですか？
３種類のケーキが選べるみたいですよ","How about a cake set?
It looks like there are three different cakes to choose from!"
"Idolchr_0305_B_20_06_009(0)","歌織","まあ♪　３つも選べるなら迷わなくてすみそう♪
ドリンクもついてるなんて、至れり尽くせりですね！","Well...if I can choose three, I won't have to wonder...
It's so thoughtful that it comes with a drink too!"
"Idolchr_0305_B_20_06_010(0)","Ｐ","（よし！　すごく喜んでくれたみたいだ！）","(Okay! She seemed very pleased!)"
"Idolchr_0305_B_20_06_011(0)","Ｐ","パスタはどうですか。
それなりに種類はあると思うんですが……","How about pasta?
I think there's a good variety of them. ......"
"Idolchr_0305_B_20_06_012(0)","歌織","あっ、パスタだけでこんなに種類があるんですね。
それに写真がついてて、選びやすいです♪","Oh, there are so many kinds of pasta alone.
And it has pictures, so it's easy to choose."
"Idolchr_0305_B_20_06_013(0)","Ｐ","（うん、喜んでくれたみたいだ）","(Yeah, he seemed pleased.)"
"Idolchr_0305_B_20_06_014(0)","Ｐ","ハンバーグなんかどうですか。
どれも大きくて、お腹いっぱいになりますよ","How about a hamburger steak?
They are all big and filling!"
"Idolchr_0305_B_20_06_015(0)","歌織","ハンバーグも美味しそうですけど、
あまり大きいと残してしまいそうなので……","The hamburger steak looks good, though,
If it's too big, I'm afraid I'll leave it behind. ......"
"Idolchr_0305_B_20_06_016(0)","Ｐ","（うーん、イマイチだったようだ）","(Hmmm... not so good, I guess.)"
"Idolchr_0305_B_20_07_001(0)","Ｐ","あっ、歌織さん。最近ルミナスの中で、
モノマネが流行ってるって聞いたんですけど……","Oh, Kaori-san, recently in Luminous,
I heard that monikers are all the rage: ......"
"Idolchr_0305_B_20_07_002(0)","Ｐ","歌織さんも、ぜひモノマネしてみてくれませんか？","Would you please try to imitate them, too, Utahori?"
"Idolchr_0305_B_20_07_003(0)","歌織","も、モノマネですか……？
は、恥ずかしいですけど……はい、やってみます！","Is it also a moniker ......?
is embarrassing, but ...... yes, I'll try!"
"Idolchr_0305_B_20_07_004(0)","歌織","『うっきゃー！　次のライブの衣装、
すっごくきゃわいくてハピハピだにぃ☆』","The costumes for the next show,
It's so cute and happy-happy!"
"Idolchr_0305_B_20_07_005(0)","Ｐ","このモノマネは……","This moniker can be found at ......"
"Idolchr_0305_B_20_07_006(0)","選択肢","きらり","Kirari"
"Idolchr_0305_B_20_07_007(0)","選択肢","伊織","Iori"
"Idolchr_0305_B_20_07_008(0)","選択肢","甜花","Tenka"
"Idolchr_0305_B_20_07_009(0)","Ｐ","きらりのモノマネ、ですね！","Kirari's moniker, right?"
"Idolchr_0305_B_20_07_010(0)","歌織","はいっ♪　ふふ、似ていたのなら良かったです！","Yes...Â Hmmm, I'm glad that they were similar!"
"Idolchr_0305_B_20_07_011(0)","Ｐ","（よし、大正解だ！）","(Okay, you've hit the nail on the head!)"
"Idolchr_0305_B_20_07_012(0)","Ｐ","伊織のモノマネ、でしょうか？","Iori's imitation, right?"
"Idolchr_0305_B_20_07_013(0)","歌織","残念、はずれです……","Too bad, it's a miss. ......"
"Idolchr_0305_B_20_07_014(0)","Ｐ","（はずしてしまった……）","(I took it off ......)"
"Idolchr_0305_B_20_07_015(0)","Ｐ","甜花のモノマネ、ですか？","Tenka moniker, is it?"
"Idolchr_0305_B_20_07_016(0)","歌織","いえ、違います……","No, it's not. ......"
"Idolchr_0305_B_20_07_017(0)","Ｐ","（む、難しいな……）","(Mm, that's a tough one. ......)"
"Idolchr_0305_B_20_08_001(0)","Ｐ","（次の仕事まで時間があったので、
歌織さんと近くのゲームセンターまでやってきた）","(I had some time before my next job,
(I came to a nearby game arcade with Kaori-san.)"
"Idolchr_0305_B_20_08_002(0)","Ｐ","ゲームセンターはよく来るんですか？","Do you often come to the arcade?"
"Idolchr_0305_B_20_08_003(0)","歌織","いえ、あまり来たことがないのですが……。
面白い景品がいっぱいあるんですね","No, I haven't been here much. ......
So many interesting prizes!"
"Idolchr_0305_B_20_08_004(0)","Ｐ","クレーンゲームの景品のことですね。
そうだ、せっかくだから何かひとつ取りましょうか","You mean the prizes from the crane game.
Well, since we're at it, let's take one thing."
"Idolchr_0305_B_20_08_005(0)","Ｐ","（歌織さんが好きそうな景品は……）","(A giveaway that I think you'll like, Utahori, is ......)"
"Idolchr_0305_B_20_08_006(0)","選択肢","クッション","cushion"
"Idolchr_0305_B_20_08_007(0)","選択肢","カップ麺","cup noodle"
"Idolchr_0305_B_20_08_008(0)","選択肢","ぬいぐるみ","stuffed toy"
"Idolchr_0305_B_20_08_009(0)","Ｐ","それじゃあ、このクッションを狙ってみましょうか","Well then, let's go for this cushion."
"Idolchr_0305_B_20_08_010(0)","歌織","わあ♪　可愛いクッションですね。
取れたら、事務所のみんなで使いましょう♪","Wow....that is a cute cushion.
When it's taken, let's use it with everyone in the office... ♪"
"Idolchr_0305_B_20_08_011(0)","Ｐ","（よし！　クッションで正解だったな）","(Okay! You were right about the cushions.)"
"Idolchr_0305_B_20_08_012(0)","Ｐ","それじゃあ、
カップ麺を狙ってみましょうか","
Let's go for the cup noodles."
"Idolchr_0305_B_20_08_013(0)","歌織","たくさん取れたら、
ルミナスのみんなで食べられますね！","If you get a lot,
Everyone in Luminous can eat it!"
"Idolchr_0305_B_20_08_014(0)","Ｐ","（カップ麺で良かったみたいだな）","(Looks like you were right about the cup noodles.)"
"Idolchr_0305_B_20_08_015(0)","Ｐ","それじゃあ、
あのぬいぐるみを狙ってみましょうか","
Let's go after that stuffed animal."
"Idolchr_0305_B_20_08_016(0)","歌織","すみません。あのぬいぐるみ、少し怖くて……。
別のものをお願いできますか？","Sorry, that stuffed animal scared me a little. ......
Can I have another one?"
"Idolchr_0305_B_20_08_017(0)","Ｐ","（あまり喜んでもらえなかったか）","(Not very pleased, huh?)"
"Idolchr_0305_C_30_01_001(0)","Ｐ","（歌織さんの仕事終わり、
気分転換を兼ねて出かけることにした……）","(The end of the work day for Utagori,
I decided to go out for a change (......)"
"Idolchr_0305_C_30_01_002(0)","Ｐ","（もうこんな時間か……。
歌織さんも楽しんでくれたようだな）","(Is it that time already? .......
(I see you had a great time, Utahori.)"
"Idolchr_0305_C_30_01_003(0)","歌織","プロデューサーさん。今日はありがとう
ございました。いい気分転換になりました","Thank you for your time today, producer.
Thank you very much, it was a nice change of pace."
"Idolchr_0305_C_30_01_004(0)","歌織","今日は楽しかったですね。
プロデューサーさんも同じ気持ちですか？","It was fun today.
Do you feel the same way, producer?"
"runintochr_0305_A_01_00_001(0)","Ｐ","あそこにいるのは……歌織さん！","That's ...... songbird over there!"
"runintochr_0305_A_01_00_002(0)","歌織","あっ、プロデューサーさん。
おはようございます","Ah, Producer-san.
good morning"
"runintochr_0305_A_01_00_003(0)","Ｐ","おはようございます、歌織さん。
ルミナスの活動には慣れましたか？","Good morning, Kaori-san.
Have you gotten used to the activities of Luminous?"
"runintochr_0305_A_01_00_004(0)","歌織","ええ、みんな本当にいい子たちばかりで、
毎日とても楽しく過ごしていますよ","Yes, they were all really nice,
I'm having a great time every day!"
"runintochr_0305_A_01_00_005(0)","Ｐ","それなら良かったです。
その調子でよろしくお願いします","That would have been good.
Keep up the good work."
"runintochr_0305_A_01_00_006(0)","歌織","はい、これからみんなと一緒に、どんな歌声を
作っていけるのか……楽しみです！","Yes, I'm going to be working with you guys, what kind of singing voice do you have?
I look forward to ...... to see if we can make it!"
"runintochr_0305_A_01_00_007(0)","Ｐ","そうですね、一緒に頑張っていきましょう！
それじゃあ、事務所に行きましょうか","Yes, let's work together!
Well then, let's go to the office."
"runintochr_0305_B_02_00_001(0)","歌織","あ、プロデューサーさん。
おはようございます！","Oh, Producer-san.
Good morning!"
"runintochr_0305_B_02_00_002(0)","Ｐ","歌織さん、おはようございます。
ずいぶん早いんですね","Good morning, Kaori-san.
You're a lot faster than I thought."
"runintochr_0305_B_02_00_003(0)","歌織","プロデューサーさんに会えるかもしれないって
思ったら、朝、珍しくすっきり目が覚めて……","She said he might be able to meet the producer.
I thought, I woke up unusually refreshed in the morning and ......"
"runintochr_0305_B_02_00_004(0)","歌織","あっ、そうだ。今度、両親と食事に行くのですが、
よかったら一緒にいかがですか？","Oh, yes, I'm going to dinner with my parents next time,
Would you like to join us?"
"runintochr_0305_B_02_00_005(0)","Ｐ","え！？　歌織さんのご両親とですか。
それはちょっと、緊張しますね……","What? With your parents, Ms. Kaori?
That makes me a little, nervous ......"
"runintochr_0305_B_02_00_006(0)","歌織","ふふっ、大丈夫ですよ。
父も母もきっと喜びますから♪","Phew, it's okay.
My father and mother will be very pleased."
"runintochr_0305_C_03_00_001(0)","歌織","お疲れ様です、プロデューサーさん。
あの……少しよろしいですか？","Thanks for your help, producer.
Um, ......, can I have a moment?"
"runintochr_0305_C_03_00_002(0)","Ｐ","あっ、歌織さん。お疲れ様です。
大丈夫ですけど……どうかしましたか？","Ah, Kaori-san, thank you for your hard work.
I'm fine, but what's wrong with ......?"
"runintochr_0305_C_03_00_003(0)","歌織","その……毎日こんなに遅い時間まで、
お仕事お疲れ様です。いつもありがとうございます","Its ...... every day until such late hours,
Thanks for all your hard work, always appreciated!"
"runintochr_0305_C_03_00_004(0)","Ｐ","いえ。歌織さんたちが頑張ってくれている分、
俺も頑張らないといけませんから","No. For all the hard work you and the other singers are doing,
Because I have to work hard too."
"runintochr_0305_C_03_00_005(0)","歌織","心強い言葉……頼りにしています。でも、
困ったことがあったら、遠慮なく頼ってくださいね？","I rely on the reassuring words ....... But,
If you have any problems, please don't hesitate to rely on us, okay?"
"runintochr_0305_C_03_00_006(0)","Ｐ","ありがとうございます！
これからもよろしくお願いします、歌織さん","Thank you very much!
I look forward to working with you in the future, Kaori-san."
"runintochr_0305_D_01_00_001(0)","歌織","おはようございます、プロデューサーさん。
今日もプロデュース、よろしくお願いします","Good morning, producers.
Produce today, please!"
"runintochr_0305_D_01_01_001(0)","歌織","ふわぁ……あ、し、失礼しました。
ダメですね、朝は弱くて……","Wow. ...... Oh, sh, excuse me.
No. I'm weak in the mornings. ......"
"runintochr_0305_E_02_00_001(0)","歌織","お疲れ様です、プロデューサーさん。
明日もみんなと楽しく活動できるといいですね","Thanks for your help, producer.
Hope you have fun with everyone tomorrow!"
"runintochr_0305_E_02_01_001(0)","歌織","プロデューサーさん、ちゃんと休んでくださいね。
……それでは、お先に失礼します♪","Producers, please get proper rest.
......And now, if you'll excuse me... ♪"
"workchr_0305_A_01_00_001(0)","Ｐ","歌織さんに
ＴＶの仕事が入ったのですが……","To Kaori-san.
I got a TV job. ......"
"workchr_0305_A_01_00_002(0)","歌織","まあ！　ＴＶ出演のお話ですか？
一生懸命、頑張りますね！","Oh my! Are you talking about a TV appearance?
I'll try my best to do my best!"
"workchr_0305_A_01_00_003(0)","Ｐ","はい、一緒に頑張りましょう。ちなみに
番組の内容が乗馬にチャレンジするんですけど……","Yes, let's work together, by the way.
I'm going to try horseback riding for the show. ......"
"workchr_0305_A_01_00_004(0)","歌織","はい。乗馬は私の趣味なので、
問題なく乗りこなせると思いますが……","Yes, horseback riding is my hobby,
I'm sure you'll be able to get on with it no problem. ......"
"workchr_0305_A_01_00_005(0)","Ｐ","どうしました？
何か気になることでもありますか？","What's wrong?
Is there something that is bothering you?"
"workchr_0305_A_01_00_006(0)","歌織","問題なく乗れはするんですが、
それだけでいいんでしょうか……？","I can ride it without any problem,
Is that all you need ......?"
"workchr_0305_A_01_00_007(0)","歌織","ＴＶ番組の企画ですから、
ただ馬に乗るだけでは物足りないかと思いまして","It's a TV show project,
I thought just riding a horse wasn't enough."
"workchr_0305_A_01_00_008(0)","歌織","例えば、歌を歌ってみたり、
かっこよく乗りこなしてみたり……","For example, singing a song,
I try to ride cool and ......"
"workchr_0305_A_01_00_009(0)","歌織","せっかくですから、アイドルらしく、私らしく
やってみたいんです。……何かないでしょうか？","Since I'm here, I'm going to be my own idol, just like me.
I'd like to try it. ...... anything?"
"workchr_0305_A_01_00_010(0)","Ｐ","歌織さんらしく……そうですね……","It's like you are a songbird: ...... yes, ......"
"workchr_0305_A_01_00_011(0)","選択肢","歌いながら乗る","Riding While Singing"
"workchr_0305_A_01_00_012(0)","選択肢","かっこよく
乗りこなす","stylishly
manage (a horse)"
"workchr_0305_A_01_00_013(0)","選択肢","普通に乗る","get on normally"
"workchr_0305_A_01_00_014(0)","選択肢","初心者っぽく乗る","Ride like a beginner"
