"id","character","source","translatedstr"
"ConnectionNpc_1211_A_01_00_0014(0)","P","そんなすごいプロデューサーだとは気づかず、
失礼しました！","I didn't realize she was such a great producer,
My apologies!"
"ConnectionNpc_1211_A_01_00_0015(0)","P","あ、改めてご挨拶を。自分はプロジェクトルミナスと
いうアイドルユニットのプロデューサーです！","Oh, and again, I'd like to say hello to Project Luminous and
I am a producer of an idol unit called ""The Idol Unit""!"
"ConnectionNpc_1211_A_01_00_0016(0)","P","……それで金成さんは今、
何をされているのでしょうか？","...... So Kim Sung is now,
What are they doing?"
"ConnectionNpc_1211_A_01_00_0017(0)","金成　大蔵","今か？　今は仕掛け稼業と投資半々ちゅうとこやな。
ファッションからペットフードまで幅広うな","Right now? Right now, I'm half in the gimmick business and half in the investment business.
A wide range of products from fashion to pet food."
"ConnectionNpc_1211_A_01_00_0018(0)","金成　大蔵","せや、後で名刺交換せえへんか？　かつてワシが
心血注いだビジネスしてるっちゅうんが気に入った！","Well, why don't we exchange business cards later?
I like the fact that they put their heart and soul into their business!"
"ConnectionNpc_1211_A_01_00_0019(0)","金成　大蔵","ま、兄ちゃんと取引するかは、まだわからんけどな、
今後の活躍次第で、エエ話、持ってくるかも知れんで","Well, I still don't know if I'm going to do business with my brother,
Depending on her future activities, she may come up with a good story."
"ConnectionNpc_1211_A_01_00_0020(0)","P","はい、よろしくお願いします！
それで、活躍次第というのは？","Yes, please!
So, what do you mean by it depends on your activity?"
"ConnectionNpc_1211_A_01_00_0021(0)","金成　大蔵","そうやなぁ、兄ちゃんのプロデューサーの腕前
ちゅうもんを示してもらわんとな","Yes, I know, my brother is a good producer.
I'll need you to show me what you're talking about."
"ConnectionNpc_1211_A_01_00_0022(0)","金成　大蔵","腕前あげてくれんと、仕事の話がでけへん。
……これ、ワシからの課題な","If you don't improve your skills, I can't talk to you about work.
...... This is an assignment from me."
"ConnectionNpc_1211_A_01_00_0023(0)","P","はい、わかりました！","Yes, I understand!"
"ConnectionNpc_1211_A_01_00_0024(0)","P","（金成さんか……。
思わぬところで出会ったな）","(Kim Cheng or .......
(You met me in a place I didn't expect.)"
"ConnectionNpc_1211_A_01_00_0025(0)","P","（金成さんは良し悪しの評価が分かれる人だと
聞いた事があるけど、悪い人には思えなかった）","(Ms. Kim Seong is a person who has different evaluations of good and bad.
(I've heard of her, but she didn't sound like a bad girl)"
"ConnectionNpc_1211_A_01_00_0026(0)","P","（それはそれとして、肩こりは綺麗に吹き飛んだ。
どうやら、これが『整った』効果らしい）","(As it was, the stiffness in my shoulders blew away nicely.
(Apparently, this is the 'well-rounded' effect.)"
"ConnectionNpc_1211_A_02_00_0001(0)","P","（プロデューサーの腕前、少しは上がった気がする。
……よし、サウナに行ってみよう）","(I think I'm getting a little better at being a producer.
(...... Okay, let's go to the sauna)"
"ConnectionNpc_1211_A_02_00_0002(0)","金成　大蔵","おう、兄ちゃん！　よお来た！
まあ、こっちに来ぃや","Hey, bro! Hey, I'm here!
Well, come here."
"ConnectionNpc_1211_A_02_00_0003(0)","P","あ、お疲れ様です！","Oh, thank you for your time!"
"ConnectionNpc_1211_A_02_00_0004(0)","金成　大蔵","兄ちゃんが仕掛けとる、ええと……
何つったかいな？　ボーナス？","My brother is setting up, uh, ......
What did you say? Bonus?"
"ConnectionNpc_1211_A_02_00_0005(0)","P","プロジェクトルミナス、です","Project Luminous, that is."
"ConnectionNpc_1211_A_02_00_0006(0)","金成　大蔵","ああせやせや、ルミナスや！
噂は聞いとるで、けっこう人気あるやんか！","Aaaseaseaseaseaseaseasease, luminous!
I've heard rumors that it's quite popular!"
"ConnectionNpc_1211_A_02_00_0007(0)","P","ありがとうございます！","Thank you very much!"
"ConnectionNpc_1211_A_02_00_0008(0)","金成　大蔵","若いっちゅうんに、なかなかやるやん！
見どころあんで、ホンマ！","She's a young girl, but she's pretty good!
It's worth seeing, really!"
"ConnectionNpc_1211_A_02_00_0009(0)","","バン！　バン！　バン！","Bang! Bang! Bang!"
"ConnectionNpc_1211_A_02_00_0010(0)","P","あ、ありがとうございます！","Oh, thank you very much!"
"ConnectionNpc_1211_A_02_00_0011(0)","金成　大蔵","ところで、兄ちゃん。
キョービ、アイドルビジネスて儲かんのんか？","By the way, brother.
Kyobi, is the idol business profitable?"
"ConnectionNpc_1211_A_02_00_0012(0)","P","そうですね……。頂点に立てば、おそらく。
ですが、何しろ群雄割拠状態なので、なかなか……","Yes, ....... If you stand at the apex, perhaps.
But, after all, it's not easy to ......"
"ConnectionNpc_1211_A_02_00_0013(0)","金成　大蔵","何、弱気吐いてんねんな！
ええか、兄ちゃんには才能がある！","What are you talking about?
Yeah, brother, you have a gift!"
"ConnectionNpc_1211_A_02_00_0014(0)","金成　大蔵","兄ちゃんは、もっともっと伸びる！
この金成が太鼓判を押したる！","My brother will grow more and more!
This Kim Sung has given her stamp of approval!"
"ConnectionNpc_1211_A_02_00_0015(0)","P","あ、ありがとうございます。
そう言っていただけると、自信が持てます！","Oh, thank you very much.
I feel more confident when you say so!"
"ConnectionNpc_1211_A_02_00_0016(0)","金成　大蔵","そうや！　その意気や！","Yes! That's the spirit!"
"ConnectionNpc_1211_A_02_00_0017(0)","","バン！　バン！　バン！","Bang! Bang! Bang!"
"ConnectionNpc_1211_A_02_00_0018(0)","P","いてて……","Please visit ......"
"ConnectionNpc_1211_A_02_00_0019(0)","金成　大蔵","おっと、ワシ、そろそろ水風呂入ってくるわ。
ココのはアンダー１５℃でワシ好みやねん！　ほなな","Oops, I'm going to take a water bath soon.
This one is 15 degrees under and I like it!"
"ConnectionNpc_1211_A_02_00_0020(0)","P","は、はい！　失礼します！","Ha, yes! Excuse me!"
"ConnectionNpc_1211_A_02_00_0021(0)","P","（金成さんの言葉、お世辞半分だとしても嬉しい。
もっと頑張らないといけないな……）","(I'm glad to hear that, even if it's only half flattery.
I need to work harder (......)"
"ConnectionNpc_1211_A_03_00_0001(0)","金成　大蔵","おう、兄ちゃん！　こっち座りや！
……で、どや、商売の方は？","Hey, bro! Sit over here!
Go to ...... and see what's up, how's business?"
"ConnectionNpc_1211_A_03_00_0002(0)","P","ぼちぼちです。ただ、大きな活動をするには資金が
必要なので、なかなか思うようにはいきません","It's just that we need more funds for bigger activities.
It's not as easy as it sounds because you need"
"ConnectionNpc_1211_A_03_00_0003(0)","金成　大蔵","まあ、せやろな。若いウチは特に。
……よっしゃ、ワシが金儲けの指南したる！","Well, I guess so, especially when you are young.
......Yes, I'll give you some pointers on how to make money!"
"ConnectionNpc_1211_A_03_00_0004(0)","P","本当ですか、ありがとうございます！","Really, thank you very much!"
"ConnectionNpc_1211_A_03_00_0005(0)","金成　大蔵","ビジネスにはな、そのプロジェクトに見合った
仕掛けと人選が必要なんや","Businesses, you know, have to be able to match the project to the
It's a trick and people need to be selected."
"ConnectionNpc_1211_A_03_00_0006(0)","金成　大蔵","それには、最低限これだけのっちゅう、
初期投資用の資金が無いとアカン","For that, at a minimum, this is all that is required,
No money for initial investment."
"ConnectionNpc_1211_A_03_00_0007(0)","金成　大蔵","でもな、これが逆に多過ぎてもアカンねん。
モノに見合った対価にせんと、人は怠けよる","But too much of it is bad.
If you don't pay for what you get, people will be lazy."
"ConnectionNpc_1211_A_03_00_0008(0)","P","なるほど。仕事と報酬の間には
過不足があってはいけないんですね","I see...between work and reward.
You can't have too much or too little."
"ConnectionNpc_1211_A_03_00_0009(0)","金成　大蔵","兄ちゃん、飲み込み早いわー。
……ほんなら、兄ちゃんにテストしたる","Brother, you swallow fast!
...... If that's the case, I'll test it on my brother."
"ConnectionNpc_1211_A_03_00_0010(0)","金成　大蔵","金集めには天脈・地脈・人脈の３つの要素がある。
中でも、金の方から愛される天脈が一番重要なんや","There are three elements to collecting money: natural veins, earthly veins, and human connections.
Of these, the most important is the heavenly vein that is loved by the money people and"
"ConnectionNpc_1211_A_03_00_0011(0)","金成　大蔵","天脈ちゅうんは生まれながらに持たされたモンやさけ
努力とか根性で何とかなるモンとはちゃうねん","A natural vein is something you are born with.
It's not something you can get by with hard work and perseverance."
"ConnectionNpc_1211_A_03_00_0012(0)","金成　大蔵","兄ちゃんが、どんだけ金から愛されてるんか見たい。
……どや？　このテスト、受ける気あるか？","I want to see how much money loves my brother.
...... How about you? Are you willing to take this test?"
"ConnectionNpc_1211_A_03_00_0013(0)","P","この先、勝負を仕掛ける時に避けられない道です。
金成さんのテスト、受けさせてください！","This is the inevitable path to take when setting up the game in the future.
Please let me take Ms. Kinnari's test!"
"ConnectionNpc_1211_A_03_00_0014(0)","金成　大蔵","かっかっ！　兄ちゃんならそう答えると思とったわ！
ほなら、次会う時までに、一皮剥けて来てみぃ！","I knew you would answer like that!
Well then, come back with a clean slate by the time we meet again!"
"ConnectionNpc_1211_A_03_00_0015(0)","金成　大蔵","プロデューサーとしての腕前、
あげてきてくれへんか？","Producer prowess,
Why don't you go and raise it?"
"ConnectionNpc_1211_A_03_00_0016(0)","P","はい、わかりました！","Yes, I understand!"
"ConnectionNpc_1211_A_03_00_0017(0)","金成　大蔵","おっと、フィーバータイム前に水風呂入って来んと。
……ほな、愉しみにしてんで、兄ちゃん！","Oops, I should go take a water bath before fever time.
......Hey, I'll be looking forward to it, brother!"
"ConnectionNpc_1211_A_03_00_0018(0)","P","（どれだけ俺がお金に愛されてるか、か……。
何をもって、それを証明するかわからないけど……）","(How much money loves me, or .......
(I don't know what to make of it, but ......)"
"ConnectionNpc_1211_A_03_00_0019(0)","P","（とりあえず、プロデューサーとしての実力を
今よりも上げていくしかないな）","(For now, I'm just trying to see how good I am as a producer.
(We'll just have to raise it higher than it is now.)"
"ConnectionNpc_1211_A_04_00_0001(0)","金成　大蔵","おう、兄ちゃん！　待っとったで！
今日のアロマはユーカリメントールっちゅう話や","Oh, brother! We've been waiting for you!
Today's aroma is eucalyptus menthol."
"ConnectionNpc_1211_A_04_00_0002(0)","金成　大蔵","それと、ちゃ～んと課題クリアしたみたいやな！
さすが、ワシが見込んだ男や！","Also, it looks like you completed your assignment!
That's the kind of man I admired!"
"ConnectionNpc_1211_A_04_00_0003(0)","P","ありがとうございます！","Thank you very much!"
"ConnectionNpc_1211_A_04_00_0004(0)","金成　大蔵","兄ちゃんは、もっともっと伸びるで～
この金成が保証する！　頑張りや！","My brother will grow even more!
This Kanei assures you! Good luck!"
"ConnectionNpc_1211_A_04_00_0005(0)","P","そう言っていただけると、
気力がみなぎってくる気がしますね","If you say so,
I feel like I have a lot of energy."
"ConnectionNpc_1211_A_04_00_0006(0)","金成　大蔵","はははっ！
それは、サウナ効果とちゃうか～？","Haha!
That's the sauna effect, isn't it?"
"ConnectionNpc_1211_A_04_00_0007(0)","P","それはそうと……俺、お金から
愛されてるってのが、どうしてもわからなくて……","That said, ...... me, from the money.
I just don't know what it's like to be loved. ......"
"ConnectionNpc_1211_A_04_00_0008(0)","金成　大蔵","かっかっか！
ンなモン、愛されてるに決まっとるやろが","Scintillating!
Of course they love you."
"ConnectionNpc_1211_A_04_00_0009(0)","P","えっ……？","What, ......?"
"ConnectionNpc_1211_A_04_00_0010(0)","金成　大蔵","兄ちゃんの評判はワシの耳にも入っとるし、
そのやる気に満ちた顔は今、ワシの眼にも映っとる","I've heard about your reputation,
I can see the look of motivation on her face now."
"ConnectionNpc_1211_A_04_00_0011(0)","金成　大蔵","プロジェクトルミナスやろ、兄ちゃんが手掛けとる
アイドル。あの子たちは皆ホンマモンや","Project Luminous, right? My brother is working on it.
Idols...they're all the real deal."
"ConnectionNpc_1211_A_04_00_0012(0)","金成　大蔵","それだけの目ェを持った人間、そうはおらん。
天性の金儲けのセンスがあるっちゅうこっちゃ","Not many people have that kind of vision.
She has a natural flair for making money."
"ConnectionNpc_1211_A_04_00_0013(0)","P","ありがとうございます！","Thank you very much!"
"ConnectionNpc_1211_A_04_00_0014(0)","金成　大蔵","そして……兄ちゃん。
アンタには天脈だけやのうて強い人脈もある！","And ...... brother.
You have not only a natural connection, but also a strong personal connection!"
"ConnectionNpc_1211_A_04_00_0015(0)","金成　大蔵","陰日向で兄ちゃんを支えてくれよる優秀なスタッフ。
果報モンやで、ホンマ！","Excellent staff by supporting my brother in the shadows.
It's a good thing, really!"
"ConnectionNpc_1211_A_04_00_0016(0)","","バン！　バン！　バン！","Bang! Bang! Bang!"
"ConnectionNpc_1211_A_04_00_0017(0)","P","あいたたた……あ、ありがとうございます！","Oh, thank you very much. ...... Oh, thank you very much!"
"ConnectionNpc_1211_A_04_00_0018(0)","P","（相変わらず背中が腫れ上がりそうな張り手だ……）","(Still the same back-swollen upholstery. ......)"
"ConnectionNpc_1211_A_04_00_0019(0)","金成　大蔵","おっと、そろそろ水風呂に行かな。
ほなまたな、兄ちゃん！","Oops, I should go to the water bath soon.
See you later, brother!"
"ConnectionNpc_1211_A_04_00_0020(0)","P","（本物のアイドルと優秀なスタッフか……。
今日は差し入れでも買って帰ろうかな）","(A real idol and an excellent staff or .......
(Maybe I'll buy some goodies to take home today.)"
"ConnectionNpc_1211_A_05_00_0001(0)","金成　大蔵","おっ、また会うたな、プロデューサーさん！","Whoa, we meet again, producer!"
"ConnectionNpc_1211_A_05_00_0002(0)","P","ぷ、プロデューサーさんって……。
急にどうしたんですか、金成さん？","Psst, producers are .......
What's going on all of a sudden, Ms. Kim Sung?"
"ConnectionNpc_1211_A_05_00_0003(0)","金成　大蔵","ワシ、間違うたコト、言うてへんやろ？
それより、仕事の調子はどないや？","I didn't say anything wrong, did I?
Anyway, how's work going?"
"ConnectionNpc_1211_A_05_00_0004(0)","P","おかげさまで、いろいろと忙しくなってきました。
でも、仕事が増えた分、どれを選ぶか迷う事も多くて","Thanks to this, we have been busy with many things.
But the more work I've had to do, the more I've had to choose which one I'm going to do."
"ConnectionNpc_1211_A_05_00_0005(0)","金成　大蔵","まあ、仕事選ぶんは大切かも知れんけどな、
若いうちは、まずやらせてみるこっちゃ","Well, it may be important to choose the right job,
When you're young, you have to let them try first."
"ConnectionNpc_1211_A_05_00_0006(0)","金成　大蔵","シクジんのもエエ勉強やし、
苦手な事はノビシロやと覚えとき","It's also a good way to learn,
Remember, what you're not good at is what you're not good at."
"ConnectionNpc_1211_A_05_00_0007(0)","金成　大蔵","ワシ自身、若い頃は散々シクジリまくったわぁ。
今みたいにマニュアルなんぞ無かった時代やしな","I myself was a young man, and I was a lot of times a shikuzuri.
There were no manuals like there are today."
"ConnectionNpc_1211_A_05_00_0008(0)","P","そうなんですか？
でも、自分の器以上の仕事をさせるわけには……","Is that so?
But I can't let you do more work than you're equipped to do. ......"
"ConnectionNpc_1211_A_05_00_0009(0)","金成　大蔵","コップに注いだ水は確かに器以上には入らん。
……でもな、かき氷を思い浮かべてみぃ","The water poured into the cup certainly doesn't go into more than the vessel.
...... but think of shaved ice!"
"ConnectionNpc_1211_A_05_00_0010(0)","金成　大蔵","器以上に盛る事も出来んねん。
要はプロデューサーの腕次第っちゅうこっちゃ","I can't even serve more than a bowl.
The bottom line is that it depends on the skill of the producer."
"ConnectionNpc_1211_A_05_00_0011(0)","P","俺の腕次第で、アイドルの子たちの伸びしろも
増えていくって事ですか？","Depending on my skill, the idols' children can grow.
Does that mean there will be an increase?"
"ConnectionNpc_1211_A_05_00_0012(0)","金成　大蔵","せや。サ友からのささやかなアドバイスや","Well, here's a little advice from a friend of mine...."
"ConnectionNpc_1211_A_05_00_0013(0)","P","ありがとうございました！","Thank you very much!"
"ConnectionNpc_1211_A_05_00_0014(0)","金成　大蔵","ちゅう訳で恒例のワシからの課題や。腕や、腕！
次会う時までに、その腕、磨いといたってや","So here's my annual assignment: arms, arms, arms!
You'd better brush up on those skills by the next time I see you."
"ConnectionNpc_1211_A_05_00_0015(0)","P","急に来ましたね。……わかりました。
プロデューサーの腕、ピカピカに磨いてきます","You came here suddenly. ...... I understand.
I'm going to go polish my producer's arms to a shine."
"ConnectionNpc_1211_A_05_00_0016(0)","P","（プロデューサーの腕次第……か。
俺自身、もっともっと成長しないとな！）","(Is it up to the producer ......?
(I've got a lot more growing up to do, myself!)"
"ConnectionNpc_1211_A_06_00_0001(0)","金成　大蔵","おっ、元気しとったか、プロデューサーさん！","Whoa, how are you, producer?"
"ConnectionNpc_1211_A_06_00_0002(0)","P","はい、おかげさまで。
金成さんの方はいかがですか？","Yes, thanks to you.
How about you, Kinsei-san?"
"ConnectionNpc_1211_A_06_00_0003(0)","金成　大蔵","サウナ効果で、
身体も金回りもメチャメチャ調子エエわ！","Sauna effect,
My body and my finances are in great shape!"
"ConnectionNpc_1211_A_06_00_0004(0)","P","（サウナ効果と金回りは関係ないような……）","(Sauna effect has nothing to do with money circulation. ......)"
"ConnectionNpc_1211_A_06_00_0005(0)","金成　大蔵","それはそうと、ちゃ～んと課題クリアしたようやな！
プロデューサーさんは、さらに伸びるで～","Well, it looks like you completed your assignment!
Producers will grow even more."
"ConnectionNpc_1211_A_06_00_0006(0)","P","ありがとうございます！","Thank you very much!"
"ConnectionNpc_1211_A_06_00_0007(0)","金成　大蔵","ルミナスの活躍な、ワシも良うＴＶで観てんで。
無茶振りに応えようと頑張る姿、最高やな、ホンマ","I also watch Luminous on TV.
I love the way she tries her best to respond to the recklessness of the situation, really."
"ConnectionNpc_1211_A_06_00_0008(0)","P","金成さんのアドバイス、
ルミナスの活動に活用させてもらってます","Advice from Ms. Kim Seong,
I'm using it for Luminous activities."
"ConnectionNpc_1211_A_06_00_0009(0)","P","本当にありがとうございました！","Thank you so much!"
"ConnectionNpc_1211_A_06_00_0010(0)","金成　大蔵","礼には及ばんて！
それより、今度一緒にメシ食いに行こか！","Don't thank me!
Anyway, let's go out for a meal together sometime!"
"ConnectionNpc_1211_A_06_00_0011(0)","P","はい、是非！
『サウナ飯』ってヤツですね","Yes, by all means!
Sauna food."
"ConnectionNpc_1211_A_06_00_0012(0)","金成　大蔵","まあ、ここのサウナ飯も美味しいねんけどな、
話する場ァとしては、ちとアレや……","Well, the sauna food here is good, too,
It's not a good place to talk about it. ......"
"ConnectionNpc_1211_A_06_00_0013(0)","P","（……どういう意味だろう？）","(...... what does that mean?)"
"ConnectionNpc_1211_A_06_00_0014(0)","金成　大蔵","おお、ワシ、水風呂行ってくるわ！
その後の外気浴で整いそうや！　ほなまた！","Oh, I'm going to take a bath!
I'm sure I'll be in better shape after the air bath! See you soon!"
"ConnectionNpc_1211_A_06_00_0015(0)","P","（その後、俺も整った！
この後の仕事もバリバリこなせそうだ！）","(Then I got mine in order!
I'm sure I'll be able to get some work done after this!)"
"ConnectionNpc_1211_A_07_00_0001(0)","金成　大蔵","おっ、仕事はあんじょう回っとるか、
プロデューサーさん！","Oh, work is going well,
Producer!"
"ConnectionNpc_1211_A_07_00_0002(0)","P","あ、はい！ おかげさまで！","Ah, yes! Thanks to you!"
"ConnectionNpc_1211_A_07_00_0003(0)","金成　大蔵","さよか。仕事が回れば金も回る、
これ以上の幸せは無いなぁ。かっかっかっ！","If the work gets done, the money gets done,
I couldn't be happier!"
"ConnectionNpc_1211_A_07_00_0004(0)","P","『金は天下の回り物』って言いますけど、
俺のところなんて、ただの通過点ですよ","They say, ""Money comes and goes,
My place is just a passing thing."
"ConnectionNpc_1211_A_07_00_0005(0)","金成　大蔵","それでエエねんて。金っちゅうんはな、
貯め込むだけやったら、タダの渋チン……","That's what's good about money,
If all you do is hoard, you're a free reluctant Chin ......"
"ConnectionNpc_1211_A_07_00_0006(0)","金成　大蔵","金にとっても『死に金』や。
せやから、回って来たら回さなアカン","It's 'dead money' for money too.
So, when it comes around, you have to turn it."
"ConnectionNpc_1211_A_07_00_0007(0)","金成　大蔵","何も無駄遣いせえっちゅう話ちゃうで？
使う時には使えっちゅう話や","I'm not talking about wasting money.
I'm just saying, use it when you have to."
"ConnectionNpc_1211_A_07_00_0008(0)","P","それが活きたお金の使い方って事なんですね","So that's how you spend your live money."
"ConnectionNpc_1211_A_07_00_0009(0)","金成　大蔵","そういうこっちゃ。金もマグロとおんなじでな、
動かな死んでまうねん","That's the thing, money is like tuna,
If you don't move, you'll die"
"ConnectionNpc_1211_A_07_00_0010(0)","金成　大蔵","ちゅうワケで、金の動かし方。今回の課題はコレや。
金の動きは仕事の動きや","So, this is how to move money.
The movement of money is the movement of work and"
"ConnectionNpc_1211_A_07_00_0011(0)","金成　大蔵","おっきく動かすにはもっともっと腕をあげないかん！","To move it big, you have to raise your arm more and more!"
"ConnectionNpc_1211_A_07_00_0012(0)","P","わかりました！
プロデューサーとして、成長してきます！","I understand!
As a producer, I will grow!"
"ConnectionNpc_1211_A_07_00_0013(0)","金成　大蔵","かっかっかっ！　エエ目してんで今の自分！
……おっ、他の客が来よった。本日のサ育はここまで","I'm looking good right now!
...... Oh, another guest has arrived, and that's it for today's Sacramento education."
"ConnectionNpc_1211_A_07_00_0014(0)","P","（使う時に使ってこそのお金か……。
……早く一人前のプロデューサーになりたいな）","(Is it the money you have to spend when you spend it. ......
(...... can't wait to be a full-fledged producer)"
"ConnectionNpc_1211_A_08_00_0001(0)","金成　大蔵","おっ、プロデューサーさん！
何してんねんな、早よ、こっちこっち！","Whoa, producer!
What are you doing? Come on, come on, come on!"
"ConnectionNpc_1211_A_08_00_0002(0)","P","あ、はい。今、行きます！","Oh, yes, I'm coming!"
"ConnectionNpc_1211_A_08_00_0003(0)","金成　大蔵","ほほう、金に好かれそうな面構えになってきたなぁ","Hoho, you've got a face that money seems to love."
"ConnectionNpc_1211_A_08_00_0004(0)","P","またまた、そんな信憑性の無い事を……。
それで、そんなに慌ててどうしたんですか？","Again, such an unreliable thing .......
So, what happened in such a hurry?"
"ConnectionNpc_1211_A_08_00_0005(0)","金成　大蔵","まだ当面先の話で、実現するかわからんけどな、
折り入って話しときたい事があんねん","I don't know if it will happen yet in the foreseeable future,
There's something I need to talk to you about."
"ConnectionNpc_1211_A_08_00_0006(0)","金成　大蔵","……実はな、海外で
ファッションショーを手掛ける事になったんや","...... Actually, you know, overseas.
I'm going to put on a fashion show."
"ConnectionNpc_1211_A_08_00_0007(0)","P","それは、すごいじゃないですか！","Isn't that great?"
"ConnectionNpc_1211_A_08_00_0008(0)","金成　大蔵","そこでプロデューサーさんに相談や。世界レベルで
通用する子をルミナスメンバーから育てて欲しい","So, I consulted with the producer and we went to World Level.
I'd like to see a passable child be raised from a luminous member."
"ConnectionNpc_1211_A_08_00_0009(0)","金成　大蔵","確かに、今のままでもアイドルとして充分輝いとる。
……でも、世界となったら、そら話は別モンや","Certainly, she shines enough as an idol as it is now.
...... but when it comes to the world, it's a different story."
"ConnectionNpc_1211_A_08_00_0010(0)","金成　大蔵","実現するかビミョーな話で心苦しいとこやけど……
今後、それを踏まえて動いてもらえると有難いわ","I'm not sure if it's going to happen, and I'm having a hard time believing that it will. ......
I'd appreciate it if you could work with that in the future."
"ConnectionNpc_1211_A_08_00_0011(0)","金成　大蔵","……まあ、ココで深く話す事でもあらへんし、
今ンとこは心の片隅にでも置いといてくれんか","...... Well, it's nothing to talk about in depth here,
Can you keep it in the back of your mind for now?"
"ConnectionNpc_1211_A_08_00_0012(0)","P","なるほど……わかりました。
覚えておきます","I see. ...... I understand.
I'll keep that in mind."
"ConnectionNpc_1211_A_08_00_0013(0)","金成　大蔵","おっとアカン！　大事なモン忘れるとこやったわ。
課題クリア、おめでとうさん","I almost forgot something important.
Congratulations on completing your assignment!"
"ConnectionNpc_1211_A_08_00_0014(0)","金成　大蔵","プロデューサーさんは、もっともっと伸びるで！
ほな、水風呂行ってくるわ！","Producers will grow more and more!
Well, I'm off to the water bath!"
"ConnectionNpc_1211_A_08_00_0015(0)","P","ありがとうございます！","Thank you very much!"
"ConnectionNpc_1211_A_08_00_0016(0)","P","（世界レベルか……。だけどルミナスには
まだまだやらなくてはならない事が残ってる……）","(World Level or ....... But for Luminous.
(There's still a lot left to do: ......)"
"ConnectionNpc_1211_A_08_00_0017(0)","P","（金成さんからのお話はありがたいけど、
まだ自分の中で留めておいた方が良さそうだな……）","(Though I appreciate hearing from Ms. Kinnari,
I guess I should still keep it to myself (......)"
"ConnectionNpc_1211_A_08_00_0018(0)","P","（……それはそうと、
整った後のイオニック飲料水は最高だ！）","(...... that's it,
(Ionic drinking water is the best after it's been prepared!)"
"ConnectionNpc_1211_A_09_00_0001(0)","P","（金成さんから大至急会いたいとの電話連絡があり、
指定された目的地へと向かうことにした）","(Kinsei-san called me to see me ASAP,
(Decided to go to the designated destination)"
"ConnectionNpc_1211_A_09_00_0002(0)","P","（……といっても、いつものサウナだけど）","(......, but it's always a sauna)"
"ConnectionNpc_1211_A_09_00_0003(0)","金成　大蔵","おっ、プロデューサーさん！
すまんな、忙しいトコ呼び出してもうて","Whoa, producer!
Sorry to call you out of my busy schedule."
"ConnectionNpc_1211_A_09_00_0004(0)","P","いえ、大丈夫です！
……それで、お話というのは？","No, it's okay!
...... So, what's the story?"
