"id","character","source","translatedstr"
"ConnectionNpc_1209_A_04_00_0014(0)","盛上　泰菜","面白いね……。
約束通り、少し関係者に口利きをしておくわね","Interesting. .......
As promised, I'll keep my mouth shut to a few of the parties involved."
"ConnectionNpc_1209_A_04_00_0015(0)","盛上　泰菜","でもね、アタシにできることは、ほんの少しのこと。
そんな少しのことを束ねるのはアンタだよ","But you know, what I can do is just a few things.
You're the one who bundles those little things together."
"ConnectionNpc_1209_A_04_00_0016(0)","P","もちろんです！　関わった人たちが幸せになる公演が
できるよう、アイドルたちと一緒に頑張ります！","Of course! Performances that make everyone involved happy.
We will work hard with our idols to make it possible!"
"ConnectionNpc_1209_A_04_00_0017(0)","P","だから盛上さん、ルミナスがその域まで来た時には、
公演のアドバイス、ぜひお願いします！","So, Morigami-san, when Luminous reaches that level,
Any advice on the performance would be greatly appreciated!"
"ConnectionNpc_1209_A_04_00_0018(0)","盛上　泰菜","なかなか強気じゃん♪　まあ、悪くないわ……。
せいぜい足掻き、抗いなさい","That's pretty bullish... Well, not bad. ......
Stretch and resist at best."
"ConnectionNpc_1209_A_04_00_0019(0)","P","（みんなを幸せにするには、まだまだだけど
ルミナスならやれるはずだ。頑張っていこう！）","(I'm not quite there yet to make everyone happy.
Luminous can do it, let's go for it!)"
"ConnectionNpc_1209_A_05_00_0001(0)","P","（盛上さんから呼び出し、
今日は何を試されるんだろう？）","(Called by Morigami-san,
(What are they going to try today?)"
"ConnectionNpc_1209_A_05_00_0002(0)","P","盛上さんにカフェって……意外な感じですね","A cafe for Morigami-san sounds ...... unexpected!"
"ConnectionNpc_1209_A_05_00_0003(0)","盛上　泰菜","似合わなくて悪かったわね。
折角ヒントをと思って呼んだんだけど……","Sorry it didn't suit you.
I called you for a tip on the fold: ......"
"ConnectionNpc_1209_A_05_00_0004(0)","P","いえ、こちらこそすみません。
何かを試される気がしていたので……","No, I am sorry too.
I felt like I was being tested on something. ......"
"ConnectionNpc_1209_A_05_00_0005(0)","盛上　泰菜","試しているってのは正解なんだけど、
考えた挙句、出てきたセリフが、ソレなの？","You are right that we are trying,
Is that what you came up with after thinking about it?"
"ConnectionNpc_1209_A_05_00_0006(0)","盛上　泰菜","……ま、カフェで打ち合わせって柄じゃないしね。
アンタの反応が面白かったから良しとするわ","...... Well, it's not like having a meeting at a café.
I'm glad Anta's reaction was so interesting."
"ConnectionNpc_1209_A_05_00_0007(0)","P","はあ、恐れ入ります……","Hah, I'm sorry ......"
"ConnectionNpc_1209_A_05_00_0008(0)","盛上　泰菜","じゃあ、今日は
打ち合わせでできるステージの盛り上げね","Well, then, today.
It's a stage set-up we can do at the meeting."
"ConnectionNpc_1209_A_05_00_0009(0)","P","打ち合わせで……
そんなこと、できるんでしょうか？","At the meeting: ......
Can you do that?"
"ConnectionNpc_1209_A_05_00_0010(0)","盛上　泰菜","ポスターとかチケット特典とか、
スタッフワークでできることがあるでしょ","Posters, ticket offers, etc,
You know what you can do with staff work."
"ConnectionNpc_1209_A_05_00_0011(0)","盛上　泰菜","人の目を惹くのはステージワークだけじゃない、
目立ってナンボでしょ","It's not just the stage work that catches people's attention,
It's all about standing out, isn't it?"
"ConnectionNpc_1209_A_05_00_0012(0)","盛上　泰菜","ま、今日来てもらった、ヒントはそういうこと。
次も、もっと人気を上げて来なさい","Well, that's what I had you come here today and hint at.
Next time, come back with more popularity."
"ConnectionNpc_1209_A_05_00_0013(0)","P","盛上さんの仕事への情熱、本当にすごいですね……。
俺も見習わないと","Your passion for your work, Morigami-san, is truly amazing. ......
I need to learn from him."
"ConnectionNpc_1209_A_05_00_0014(0)","盛上　泰菜","情熱ね……。
その熱はアンタを焼き尽くすものかもよ？","Passion. .......
That heat could burn you out, you know?"
"ConnectionNpc_1209_A_05_00_0015(0)","盛上　泰菜","ま、アンタがどうなろうが構わないんだけど♪
せいぜい、アタシを楽しませなさい","Well, I don't care what happens to you.
At best, entertain me."
"ConnectionNpc_1209_A_05_00_0016(0)","P","わかりました。
次の報告、待っていてくださいね！","I understand.
Please wait for my next report!"
"ConnectionNpc_1209_A_05_00_0017(0)","盛上　泰菜","……って、もうこんな時間！？　早く移動しないと！","...... is already so late! We need to move fast!"
"ConnectionNpc_1209_A_05_00_0018(0)","P","（とにかく、今はルミナスの人気をもっと増やして、
盛上さんにまた会いに来よう）","(Anyway, more popular luminous now,
(Let's come back to see Morigami-san again)"
"ConnectionNpc_1209_A_06_00_0001(0)","P","（よし、ファンの人数も、ステージ動員数も
増えてきたな。盛上さんに報告に行こう）","(Okay, the number of fans and stage attendance.
Let's go report to Morigami-san.)"
"ConnectionNpc_1209_A_06_00_0002(0)","P","お忙しいところすみません。
ルミナスのファン人数が増えたのでご報告を、と","Sorry to bother you.
I am happy to report that the number of Luminous fans has increased, and"
"ConnectionNpc_1209_A_06_00_0003(0)","P","ルミナスも着実に人気が出てきています。
この前の公演もとても好評でした","Luminous is also steadily gaining popularity.
The last show was very well received."
"ConnectionNpc_1209_A_06_00_0004(0)","P","こちらが、その時の公演結果を含めた
報告書になります","Here are the results of the performance, including the results of the
Report."
"ConnectionNpc_1209_A_06_00_0005(0)","盛上　泰菜","ルミナスというユニット自体が話題になってる、
そう聞いているわ","The unit Luminous itself is a hot topic,
That's what I've heard."
"ConnectionNpc_1209_A_06_00_0006(0)","盛上　泰菜","まあ、悪くないわ","Well, not bad."
"ConnectionNpc_1209_A_06_00_0007(0)","P","盛上さん、よくご存じですね","Morigami-san, you know very well."
"ConnectionNpc_1209_A_06_00_0008(0)","盛上　泰菜","べ、別に気になって調べたんじゃなくて、スタッフの
話が偶然聞こえてピーンと来ただけなんだからね！","I'm not saying that I'm not curious, I'm just trying to understand the staff.
I just happened to hear the story and peened!"
"ConnectionNpc_1209_A_06_00_0009(0)","P","（ピーンと来たって……盛上さん、なんか……）","(What a peanut, ...... Morigami-san, what a ......)"
"ConnectionNpc_1209_A_06_00_0010(0)","P","盛上さん、お話を聞いていて思ったんですが……
なんとなく、うちの社長を思い出すんです","Morigami-san, I was listening to your story and thought ......
Somehow, he reminds me of our president."
"ConnectionNpc_1209_A_06_00_0011(0)","P","もしかして７６５プロに在籍したことが？","Have you ever been a member of 765 Pro by any chance?"
"ConnectionNpc_1209_A_06_00_0012(0)","盛上　泰菜","ふふ、面白いなぁ。
そうじゃないけど、アイドルには興味があってね","Huh, that's funny.
Not really, but I've always had a thing for idols."
"ConnectionNpc_1209_A_06_00_0013(0)","盛上　泰菜","輝きを求める者としては、気になるじゃない。
そんな中で高木さんとは知り合っただけ","As a person who seeks brilliance, you're curious, aren't you?
I just got to know Takagi-san in the midst of all that."
"ConnectionNpc_1209_A_06_00_0014(0)","P","似たもの同士、という事ですね！　バンドが得意と
伺いましたが……アイドル、お好きですよね？","I guess that means we are similar!
I have heard about ...... idol, you like it, don't you?"
"ConnectionNpc_1209_A_06_00_0015(0)","盛上　泰菜","す、好きよ！
……アーティストはなんでも好きなの！","I love it!
I love ...... artists of all kinds!"
"ConnectionNpc_1209_A_06_00_0016(0)","P","盛上さんって、面白い人ですね","Morigami-san is an interesting man."
"ConnectionNpc_1209_A_06_00_0017(0)","盛上　泰菜","アンタが面白がってどうすんのよ……。
ま、約束だから、少し関係者に口利きをしておくわ","What's wrong with you being funny? ......
Well, I promise, I'll keep my mouth shut to a few of the parties involved."
"ConnectionNpc_1209_A_06_00_0018(0)","P","ありがとうございます！
ぜひ、ルミナスのメンバーにも会いに来てください！","Thank you very much!
Please come and meet the members of Luminous!"
"ConnectionNpc_1209_A_06_00_0019(0)","盛上　泰菜","あ、そうね。じゃあ、アタシはこれで。
……何しろ忙しくてね、はは……","Well, I'll leave it at that.
......I've been busy anyway, haha......"
"ConnectionNpc_1209_A_06_00_0020(0)","P","（ルミナスのみんなにも会ってほしいな……。
もっと色々学ばないといけない。頑張ろう！）","(I wish you could meet everyone at Luminous. ......
I need to learn more...good luck!)"
"ConnectionNpc_1209_A_07_00_0001(0)","P","（盛上さんから呼び出し……と思ったら、ルミナスの
事務所に来たいなんて……どうしたんだ？）","(Morigami called ...... and thought that Luminous's
(What's wrong with ...... that you want to come to my office?)"
"ConnectionNpc_1209_A_07_00_0002(0)","盛上　泰菜","ここがルミナスの事務所か……。
カワイイじゃない……","So this is Luminous's office. ......
It's not kawaii. ......"
"ConnectionNpc_1209_A_07_00_0003(0)","P","盛上さん、ようこそ！","Welcome, Morigami-san!"
"ConnectionNpc_1209_A_07_00_0004(0)","盛上　泰菜","わっ、どこにいんのよアンタ！","Wow, where are you, Anta?"
"ConnectionNpc_1209_A_07_00_0005(0)","P","いますよ……。
ここはルミナスの事務所なんですから","I'm here. .......
Because this is Luminous's office."
"ConnectionNpc_1209_A_07_00_0006(0)","盛上　泰菜","そうじゃなくて、登場の仕方ってあるでしょ！
……わざわざこっちは、そっと入って来てるのに……","I don't mean that. There are ways to make an appearance!
...... all the way over here, even though we're coming in softly. ......"
"ConnectionNpc_1209_A_07_00_0007(0)","P","盛上さんが来てくれるなんて嬉しくて、
つい声をかけてしまいました","I was so happy that Morigami-san could come,
I just couldn't resist calling out to him."
"ConnectionNpc_1209_A_07_00_0008(0)","盛上　泰菜","アンタ……相変わらず、単純なんだから……。
でも、いいところね、ここ","Anta ...... is as simple as ever. ......
But it's a nice place, this place."
"ConnectionNpc_1209_A_07_00_0009(0)","盛上　泰菜","それに、
高木さんも変わらずに、頑張っているみたいね","Besides,
Looks like you're doing just as well as ever, Takagi-san."
"ConnectionNpc_1209_A_07_00_0010(0)","P","え？　事務所を見ただけで、わかるんですか？","What? You can tell just by looking at the office?"
"ConnectionNpc_1209_A_07_00_0011(0)","盛上　泰菜","アイドルにとって事務所は大切よ、雰囲気を見れば
どんなことができそうかも見えてくる","The office is important to the idol, just look at the atmosphere.
I can also see what we might be able to do."
"ConnectionNpc_1209_A_07_00_0012(0)","盛上　泰菜","事務所とメンバーを引き合わせてくれた
このチャンス、高木さんに感謝するのね","They brought the office and the members together.
You thank Takagi-san for this opportunity."
"ConnectionNpc_1209_A_07_00_0013(0)","P","はい！　みんなの期待に応えるためにも
頑張っていきます！","Yes! To meet everyone's expectations.
We will do our best!"
"ConnectionNpc_1209_A_07_00_0014(0)","盛上　泰菜","己を知らずして、勝つことはできない。
ルミナスが上に行こうと思ったら、知っておかないと","You cannot win without knowing yourself.
If Luminous wants to move up, we need to know."
"ConnectionNpc_1209_A_07_00_0015(0)","盛上　泰菜","……だから、
アタシも見ておかなくちゃいけないな、と思ってね","Because ......,
I thought I should take a look at it."
"ConnectionNpc_1209_A_07_00_0016(0)","P","そんなに真剣に考えてくれるなんて……。
盛上さんにそこまで言われるなんて、光栄ですよ","I can't believe you take me that seriously. ......
I am honored to have you say that much about me, Morigami-san."
"ConnectionNpc_1209_A_07_00_0017(0)","盛上　泰菜","アタシは己を知れと言っているのに、
アンタは怖くないの？","I'm telling you to know thyself,
Aren't you afraid?"
"ConnectionNpc_1209_A_07_00_0018(0)","P","ルミナスのみんなのことを考えていたら、
怖いものなんて無いです","I was thinking about everyone at Luminous,
There's nothing to be afraid of."
"ConnectionNpc_1209_A_07_00_0019(0)","P","それに俺はただ、
自分のやれることをやるだけです！","And I just,
I just do what I can do!"
"ConnectionNpc_1209_A_07_00_0020(0)","盛上　泰菜","ふふ、やっぱり馬鹿ね。
ま、悪くないか","Hmmm, I knew you were an idiot.
Well, not bad."
"ConnectionNpc_1209_A_07_00_0021(0)","盛上　泰菜","今日言いたかったヒントはそういうこと。
次も、もっと人気を上げて来なさい","That's the kind of hint I wanted to say today.
Next time, come back with more popularity."
"ConnectionNpc_1209_A_07_00_0022(0)","P","はい！　あ、そうだ！　せっかくだから、
ルミナスのメンバーに会っていきませんか？","Yes! Oh, yes, that's right!
Would you like to meet the members of Luminous?"
"ConnectionNpc_1209_A_07_00_0023(0)","盛上　泰菜","じゃ、私、次の現場に行く時間だから……。
しっかりやんなさいよ！","Well, it's time for me to go to the next site. ......
You've got to get your act together!"
