"id","character","source","translatedstr"
"ConnectionNpc_1208_A_02_00_0002(0)","取枡　和雄","ああ、おはよう！
えーと……","Oh, good morning!
Let's see: ......"
"ConnectionNpc_1208_A_02_00_0003(0)","Ｐ","プロジェクトルミナスのプロデューサーです","I'm the producer of Project Luminous."
"ConnectionNpc_1208_A_02_00_0004(0)","取枡　和雄","そうだそうだ、Ｐちゃんだ！","Yes, that's right, P-chan!"
"ConnectionNpc_1208_A_02_00_0005(0)","Ｐ","（なんか軽いデジャヴを感じるな……）","(I'm having some mild déjà vu. ......)"
"ConnectionNpc_1208_A_02_00_0006(0)","取枡　和雄","新しいユニットが頑張ってるって話、聞いたよ～。
プロジェクト、えーと……ビーナス……？","I heard that the new unit is doing great!
Project, uh, ...... Venus ......?"
"ConnectionNpc_1208_A_02_00_0007(0)","Ｐ","……あの、『ルミナス』です","...... Um, it's ""Luminous""!"
"ConnectionNpc_1208_A_02_00_0008(0)","取枡　和雄","そうそう、それそれ！
曲とかさぁ、キャッチーでいいカンジなんだって？","Yes, yes, that's it!
I hear the songs are catchy and nice."
"ConnectionNpc_1208_A_02_00_0009(0)","取枡　和雄","……まあ、今のうちに目をつけといて、
将来もし売れたら、オレの先見性を……","...... Well, keep an eye on it while you're at it,
In the future, if it sells, I'll be able to share my foresight with you at ......"
"ConnectionNpc_1208_A_02_00_0010(0)","Ｐ","え？　すみません。
よく聞き取れなかったのですが……","What? I'm sorry.
I didn't quite catch that. ......"
"ConnectionNpc_1208_A_02_00_0011(0)","取枡　和雄","あっ、いや……タダの独り言だから、
気にしない、気にしない。それより、今日は何？","Oh, no, ...... it's just a free soliloquy,
I don't care, I don't care, what's more, what's today?"
"ConnectionNpc_1208_A_02_00_0012(0)","Ｐ","はい、今日は営業活動の報告で
こちらへ伺ったのですが……","Yes, I'm reporting on sales activity today.
I visited here: ......"
"ConnectionNpc_1208_A_02_00_0013(0)","取枡　和雄","……ああ、そう言えばそんなコト言ってたっけ。
んじゃ、コレ、報酬ってことで","......Oh, I remember you saying that.
Well, here's your reward."
"ConnectionNpc_1208_A_02_00_0014(0)","取枡　和雄","とにかく頑張ってるって話は聞いてるんで！
期待してるから、頑張ってね！　じゃっ！","Anyway, I've heard that you are doing your best!
I'm counting on you, so good luck!"
"ConnectionNpc_1208_A_02_00_0015(0)","Ｐ","（ルミナスの噂は広がってるみたいだな！
この調子で、もっと頑張っていこう！）","(Seems the rumors about Luminous are spreading!
Keep up the good work!)"
"ConnectionNpc_1208_A_03_00_0001(0)","Ｐ","お疲れ様です、取枡さん！","Thanks for your hard work, Torimasu-san!"
"ConnectionNpc_1208_A_03_00_0002(0)","取枡　和雄","あ、えっと……","Oh, um, ......"
"ConnectionNpc_1208_A_03_00_0003(0)","Ｐ","はい！　ルミナ……","Yes! Lumina ......"
"ConnectionNpc_1208_A_03_00_0004(0)","取枡　和雄","お！　今日は収録か何かなの？","Oh! Are you recording today or something?"
"ConnectionNpc_1208_A_03_00_0005(0)","Ｐ","あ、いえ、取枡さんに是非うちのアイドルの
プロフィールを見ていただこうと思って……","Oh, no, I would like to invite Torimasu-san to join our idol's
I thought I'd give you a look at my profile: ......"
"ConnectionNpc_1208_A_03_00_0006(0)","取枡　和雄","へぇ、そうなんだ。どれどれ……","Oh, yeah, which one is it: ......"
"ConnectionNpc_1208_A_03_00_0007(0)","取枡　和雄","う～ん……代わり映えしないカンジだねぇ……。
これじゃ数字、期待できないかなぁ～","Well, ...... doesn't look like a replacement for .......
I don't know if I can count on these numbers..."
"ConnectionNpc_1208_A_03_00_0008(0)","取枡　和雄","ぶっちゃけ、何ができる子かってのが
知りたいんだよね～","To be honest, I'm not sure what a girl can do.
I just want to know!"
"ConnectionNpc_1208_A_03_00_0009(0)","取枡　和雄","その子にしかできない事とかあったりするとさぁ、
こっちとしても使いやすいワケよ～！","If there are things that only that child can do, you know,
It's easy for us to use, too!"
"ConnectionNpc_1208_A_03_00_0010(0)","取枡　和雄","とりあえずさ、もうちょっと営業を頑張ってきてよ！","Anyway, you know, go work on your business some more!"
"ConnectionNpc_1208_A_03_00_0011(0)","Ｐ","はい、わかりました！","Yes, I understand!"
"ConnectionNpc_1208_A_03_00_0012(0)","取枡　和雄","でもまっ、なんかあったらお願いするかもね～。
じゃっ！","But, you know, if something happens, I might ask for your help!
Well then!"
"ConnectionNpc_1208_A_03_00_0013(0)","Ｐ","（その子にしかできない事か……）","(Is that something only that child can do? ......)"
"ConnectionNpc_1208_A_03_00_0014(0)","Ｐ","（確かに、個性は重要だ）","(Indeed, individuality matters.)"
"ConnectionNpc_1208_A_03_00_0015(0)","Ｐ","（これからは、もっとみんなの個性を活かした
仕事をしていこう！）","(From now on, we will make more use of everyone's individuality.
Let's get to work!)"
"ConnectionNpc_1208_A_04_00_0001(0)","Ｐ","お疲れ様です、取枡さん！","Thanks for your hard work, Torimasu-san!"
"ConnectionNpc_1208_A_04_00_0002(0)","取枡　和雄","やあ！　見たよ見たよ、ルミナスさんが出た企画！
あんな子もいるんだね！","Hi! I saw, I saw, I saw the project that Luminous-san came up with!
There are kids like that, aren't there?"
"ConnectionNpc_1208_A_04_00_0003(0)","取枡　和雄","この前、オレが言ってたのはこういう事なんだよ～！
ああいう特徴のある子なら、数字が期待できるよね！","This is what I was talking about the other day!
With a girl with those kind of characteristics, you can expect numbers!"
"ConnectionNpc_1208_A_04_00_0004(0)","取枡　和雄","他が使う前にウチの番組で使いたいからさぁ～。
そん時は、ユ・ウ・セ・ン・してよ～！","I want to use it in our program before others use it, you know?
If that happens, you'll have to do me a favor!"
"ConnectionNpc_1208_A_04_00_0005(0)","Ｐ","はい、わかりました！
是非お願いします","Yes, I understand!
by all means, please!"
"ConnectionNpc_1208_A_04_00_0006(0)","Ｐ","それで、今日は営業活動の報告で
こちらへ伺ったのですが……","So, today I'm reporting on sales activity.
I visited here: ......"
"ConnectionNpc_1208_A_04_00_0007(0)","取枡　和雄","……ああ、そう言えばそんなコト言ってたっけ。
はいコレ、報酬ってことで","......Oh, I remember you saying that.
Yes, this is a reward."
"ConnectionNpc_1208_A_04_00_0008(0)","取枡　和雄","頑張ってるルミナス、期待しちゃうよ～
またね、ルミナスの……","Luminous you're doing great, I'll be looking forward to it!
See you soon, Luminous's ......"
"ConnectionNpc_1208_A_04_00_0009(0)","Ｐ","……ルミナスのプロデューサーです","I'm a producer at ...... Luminous"
"ConnectionNpc_1208_A_04_00_0010(0)","取枡　和雄","そうそう、Ｐちゃんだった！
じゃ！","Oh yeah, it was P-chan!
Well, then!"
"ConnectionNpc_1208_A_04_00_0011(0)","Ｐ","（ルミナスの名前、覚えてくれたみたいだ！
頑張った甲斐があったぞ！）","(Luminous's name, he seems to remember!
(It was worth all the hard work!)"
"ConnectionNpc_1208_A_05_00_0001(0)","Ｐ","お世話になってます、取枡さん！","Thanks for your help, Torimasu!"
"ConnectionNpc_1208_A_05_00_0002(0)","取枡　和雄","お！　ルミナスの……え～っと……","Oh! Luminous's ......, uh, ......"
"ConnectionNpc_1208_A_05_00_0003(0)","Ｐ","ルミナスのプロデューサーです……","I am a producer for Luminous: ......"
"ConnectionNpc_1208_A_05_00_0004(0)","取枡　和雄","あ、そうそうＰちゃんだ。
ルミナスのこの前のラジオ、良かったじゃん！","Ah, yes, P-chan.
Luminous's last radio show was great, wasn't it?"
"ConnectionNpc_1208_A_05_00_0005(0)","Ｐ","聴いてくれたんですか？
ありがとうございます！","Did you listen to it?
Thank you very much!"
"ConnectionNpc_1208_A_05_00_0006(0)","Ｐ","ところで今度、取枡さんが特番を担当すると聞いて、
是非うちのルミナスを、と思い伺ったのですが……","By the way, I heard that Torimasu-san will be in charge of a special program next time,
I came to you to see if you would be interested in our luminous ......"
"ConnectionNpc_1208_A_05_00_0007(0)","取枡　和雄","今度の特番かぁ……。実は生放送でさ。
編集効かないし、実力ないと厳しいんだよねぇ～","I'm actually going to be broadcasting live on .......
Editing doesn't work, and it's tough if you're not good at it."
"ConnectionNpc_1208_A_05_00_0008(0)","取枡　和雄","だから、今のルミナスだと数字とれないんだよねぇ。
もうちょっと他で経験積んできてよ、トークとかさぁ","That's why you can't get numbers with the current luminous.
Go get a little more experience elsewhere, you know, talk and stuff."
"ConnectionNpc_1208_A_05_00_0009(0)","取枡　和雄","もーっと営業やって、ばっちり経験積んできてよ！
そしたら、声かけるからさっ！","You should go do more sales work and gain a lot of experience!
Then I'll call on you!"
"ConnectionNpc_1208_A_05_00_0010(0)","Ｐ","はい、わかりました！
しっかり経験を積んでから、またお伺いします","Yes, I understand!
We will visit you again after gaining solid experience."
"ConnectionNpc_1208_A_05_00_0011(0)","取枡　和雄","オッケー、よろしく～。
じゃ、次の収録があるんで！","Ok, nice to meet you!
Well, I have another recording!"
"ConnectionNpc_1208_A_05_00_0012(0)","Ｐ","（トークか……
確かに、生放送では必要だよな……）","(talk or ......)
(Sure, you'll need it for live broadcasts. ......)"
"ConnectionNpc_1208_A_05_00_0013(0)","Ｐ","（今後はそういう事も意識して、仕事をしていこう）","(Let's work with that in mind from now on.)"
"ConnectionNpc_1208_A_06_00_0001(0)","取枡　和雄","あ、Ｐちゃん！","Oh, P-chan!"
"ConnectionNpc_1208_A_06_00_0002(0)","Ｐ","取枡さん、おはようございます！","Good morning, Torimasu-san!"
"ConnectionNpc_1208_A_06_00_0003(0)","Ｐ","（やっと俺のことを覚えてもらえたみたいだ！）","(I guess they finally remember me!)"
"ConnectionNpc_1208_A_06_00_0004(0)","取枡　和雄","この前の放送見たよ～。
みんなばっちりトークできてたじゃん！","I saw the broadcast the other day!
You all had a great talk, didn't you?"
"ConnectionNpc_1208_A_06_00_0005(0)","Ｐ","ありがとうございます！","Thank you very much!"
"ConnectionNpc_1208_A_06_00_0006(0)","取枡　和雄","Ｐちゃん、分かってきたね！
ＴＶが求めてる事、つかんできたんじゃない？","P, you're starting to get it!
I think you've got what TV is looking for, don't you?"
"ConnectionNpc_1208_A_06_00_0007(0)","取枡　和雄","コレなら数字、期待できるかもね。
この敏腕プロデューサー！！","I think we can expect some good numbers with this one.
You astute producer!"
"ConnectionNpc_1208_A_06_00_0008(0)","取枡　和雄","オレ、ちょっと応援したくなったなぁ。
じゃ、収録あるからまた！","I kind of want to support them.
Well, I have a recording, so I'll see you later!"
"ConnectionNpc_1208_A_06_00_0009(0)","Ｐ","あっ、すみません！　今日は営業活動の報告で
こちらへ伺ったのですが……","Oh, sorry! I'm just reporting on sales activities today.
I visited here: ......"
"ConnectionNpc_1208_A_06_00_0010(0)","取枡　和雄","……ああ、そう言えばそんなコト言ってたっけ。
はい、ご苦労さん！　コレ、報酬ってことで！","......Oh, I remember you saying that.
Yes, thank you very much!"
"ConnectionNpc_1208_A_06_00_0011(0)","取枡　和雄","んじゃ、また！","See you later!"
"ConnectionNpc_1208_A_06_00_0012(0)","Ｐ","（みんなのやってきた事が評価されてるな。
頑張った甲斐があったぞ！）","(I guess everyone appreciates what you've done.
(It was worth all the hard work!)"
"ConnectionNpc_1208_A_07_00_0001(0)","取枡　和雄","おーい、Ｐちゃん！","Hey, P-chan!"
"ConnectionNpc_1208_A_07_00_0002(0)","Ｐ","取枡さん、おはようございます！","Good morning, Torimasu-san!"
"ConnectionNpc_1208_A_07_00_0003(0)","取枡　和雄","ライブの映像、見たよ！
いいじゃん、ルミナス！","I saw the video of the concert!
That's good, Luminous!"
"ConnectionNpc_1208_A_07_00_0004(0)","Ｐ","ありがとうございます！","Thank you very much!"
"ConnectionNpc_1208_A_07_00_0005(0)","取枡　和雄","これは、数字、出ちゃうんじゃない？
初の冠番組は、ウチでやらせてよ！","This is going to be a number, isn't it?
Let me do my first crown show at home!"
"ConnectionNpc_1208_A_07_00_0006(0)","Ｐ","えっ、冠番組ですか？　是非お願いします！
それで、さっそくお話をお聞きしたいのですが……","What, a crown program? By all means, please!
So, I'd like to get right to it. ......"
"ConnectionNpc_1208_A_07_00_0007(0)","取枡　和雄","まぁまぁ、Ｐちゃん、落ち着いてよ。
ゆくゆくはって話だよ","Well, well, P-chan, calm down.
I'm talking about eventually."
"ConnectionNpc_1208_A_07_00_0008(0)","Ｐ","あ、すいません……。
嬉しくて、つい気が逸ってしまいました","Oh, sorry, .......
I was so happy I got distracted!"
"ConnectionNpc_1208_A_07_00_0009(0)","取枡　和雄","でもまっ、ルミナスがしっかり結果出していけば、
色々な企画に名前が挙がるようになるからさ","But, hey, if Luminous can produce solid results,
You'll get your name on a lot of projects."
"ConnectionNpc_1208_A_07_00_0010(0)","取枡　和雄","そのためにも、営業活動は大切だよ。
コツコツとやっていかなきゃ！","That's why sales activities are so important.
We have to keep working hard!"
"ConnectionNpc_1208_A_07_00_0011(0)","Ｐ","はい、わかりました！","Yes, I understand!"
"ConnectionNpc_1208_A_07_00_0012(0)","取枡　和雄","これからも気を抜かず仕事してよ～。
俺も何かあったら声かけるからさ！　じゃっ、また","Keep up the good work!
I'll call you if I need anything too! See you later."
"ConnectionNpc_1208_A_07_00_0013(0)","Ｐ","（ちょっと、焦ってしまったな……。
でも、ちゃんと見ててくれる人もいるんだな）","(Hey, you're getting a little impatient. .......
(But I guess some of you are watching me properly.)"
"ConnectionNpc_1208_A_07_00_0014(0)","Ｐ","（すぐに結果は出ないだろうけど、
地道にしっかり仕事していこう）","(I don't think we'll see results anytime soon,
(Let's work steadily and firmly.)"
"ConnectionNpc_1208_A_08_00_0001(0)","取枡　和雄","おーい、Ｐちゃん、こっちこっち！","Hey, P-chan, over here, over here!"
"ConnectionNpc_1208_A_08_00_0002(0)","Ｐ","取枡さん、おはようございます！","Good morning, Torimasu-san!"
"ConnectionNpc_1208_A_08_00_0003(0)","取枡　和雄","プロジェクトルミナス、
ここんとこ、ずいぶん忙しそうじゃない！","Project Luminous,
You seem to be very busy these days!"
"ConnectionNpc_1208_A_08_00_0004(0)","Ｐ","はい！　
地道にですが、おかげさまでなんとかやってます","Yes!
We are steadily, but thanks to you, we are getting by."
"ConnectionNpc_1208_A_08_00_0005(0)","取枡　和雄","千里の道も一歩からっていうじゃ～ん！　ソレ重要！","They say a journey of a thousand miles begins with a single step!"
"ConnectionNpc_1208_A_08_00_0006(0)","取枡　和雄","……オレ、会社にもルミナス、プッシュしてるから","...... I'm also pushing luminous in my company."
"ConnectionNpc_1208_A_08_00_0007(0)","Ｐ","あの、取枡さん。今日は営業活動の報告で
こちらへ伺ったのですが……","Um, Torimasu-san, I'm here today to report on our sales activities.
I visited here: ......"
"ConnectionNpc_1208_A_08_00_0008(0)","取枡　和雄","……ああ、そう言えばそんなコト言ってたっけ。
いやぁ、ご苦労さん！　コレ、報酬ってことで！","......Oh, I remember you saying that.
Well, thank you very much for your hard work!"
"ConnectionNpc_1208_A_08_00_0009(0)","取枡　和雄","んじゃ、またね！","See you later!"
"ConnectionNpc_1208_A_08_00_0010(0)","Ｐ","（よかった、取枡さんにも認められてきたみたいだ。
これからも気を引き締めて頑張っていかないとな！）","(Good, it looks like Torimasu-san has given her approval.
We've got to keep our heads up and keep working hard!)"
"ConnectionNpc_1208_A_09_00_0001(0)","取枡　和雄","おお、Ｐちゃん！
ちょうど連絡しようかと思ってたんだよね","Oh, P-chan!
I was just about to call you."
"ConnectionNpc_1208_A_09_00_0002(0)","Ｐ","おはようございます、取枡さん！
……それで、連絡というのは？","Good morning, Torimasu-san!
...... So, what do you mean by contact?"
"ConnectionNpc_1208_A_09_00_0003(0)","取枡　和雄","んー、実は、来年に音楽特番が組まれるんだけどさ、
目玉にルミナスの参加メンバーを、って考えてるんだ","Hmmm, actually, there is a music special being put on next year,
I'm thinking of having a member of Luminous join as the centerpiece."
"ConnectionNpc_1208_A_09_00_0004(0)","Ｐ","ほ、本当ですか！？
ありがとうございます！","Oh, really?
Thank you very much!"
"ConnectionNpc_1208_A_09_00_0005(0)","取枡　和雄","でも、まだ企画段階。決まりってわけじゃないんだ。
オレは数字取れるよってプッシュしてるんだけどね","But it's still in the planning stage, not a done deal.
I'm pushing to get the numbers."
"ConnectionNpc_1208_A_09_00_0006(0)","取枡　和雄","他のスタッフからも声が挙がれば、
進めやすいんだけど……","If other staff members raise their voices,
It's easy to move forward. ......"
"ConnectionNpc_1208_A_09_00_0007(0)","Ｐ","わかりました、取枡さんの期待に
応えられるように頑張ります！","Okay, to the expectations of Torimasu-san.
I will do my best to respond!"
"ConnectionNpc_1208_A_09_00_0008(0)","取枡　和雄","Ｐちゃんだから教えるけどさ……。
……あ、もっと近くに来てくんない？","I'll tell you because you're a P. .......
...... Oh, can you come closer?"
"ConnectionNpc_1208_A_09_00_0009(0)","Ｐ","は、はい……","Y-Yes..."
"ConnectionNpc_1208_A_09_00_0010(0)","取枡　和雄","この業界、いつどこで何が仕事に結びつくか
わからない。日々の活動が全て仕事に繋がってるんだ","This industry, when and where it comes to work.
I don't know; everything I do every day is connected to my job."
"ConnectionNpc_1208_A_09_00_0011(0)","取枡　和雄","アイドルとプロデューサー、お互いがそれを理解して
意識していかないとダメだよ","The idol and the producer, each understanding the other.
You have to be aware of it."
"ConnectionNpc_1208_A_09_00_0012(0)","Ｐ","アドバイス、ありがとうございます","Thanks for the advice!"
"ConnectionNpc_1208_A_09_00_0013(0)","取枡　和雄","とにかく、いっぱい営業やって
日々の活動から、繋げていかなきゃね！","Anyway, do a lot of sales.
We have to connect from our daily activities!"
"ConnectionNpc_1208_A_09_00_0014(0)","Ｐ","はい、わかりました！","Yes, I understand!"
"ConnectionNpc_1208_A_09_00_0015(0)","取枡　和雄","オレ以外からも声が挙がるように、頑張って！
期待してるから！　じゃ！","Good luck getting other voices besides mine to speak up!
I'm counting on you!"
"ConnectionNpc_1208_A_09_00_0016(0)","Ｐ","（日々の活動が、全て仕事に繋がるか……）","(Do all of your daily activities lead to work? ......)"
"ConnectionNpc_1208_A_09_00_0017(0)","Ｐ","（確かに、お互いがそれを理解して
頑張らないとダメだな……）","(Sure, we both get it.
(You're going to have to work hard to get it right. ......)"
"ConnectionNpc_1208_A_10_00_0001(0)","Ｐ","おはようございます、取枡さん！","Good morning, Torimasu-san!"
"ConnectionNpc_1208_A_10_00_0002(0)","取枡　和雄","お、Ｐちゃん！　おっはよ～！
最近頑張ってるみたいじゃん","Oh, P-chan!
Seems like you've been working hard lately."
"ConnectionNpc_1208_A_10_00_0003(0)","取枡　和雄","ルミナスを推す声、他からも挙がってるよ！
このまま行けば音楽特番の目玉の話、行けそうだよ！","Luminous is being recommended by others!
If we keep this up, we'll be talking about the centerpiece of the music special, and we'll be able to go!"
"ConnectionNpc_1208_A_10_00_0004(0)","Ｐ","それは良かったです！
ありがとうございます","That was good!
Thank you."
"ConnectionNpc_1208_A_10_00_0005(0)","Ｐ","それで取枡さん、今日は営業活動の報告で
こちらへ伺ったのですが……","So, Torimasu-san, today I'd like to report on our sales activities.
I visited here: ......"
"ConnectionNpc_1208_A_10_00_0006(0)","取枡　和雄","うんうん、わかってるって！　いやぁ、ご苦労さん！
んじゃ、コレ、報酬ってことで！","Yes, yes, I know! Well, thank you for your effort!
Well, here's your reward!"
"ConnectionNpc_1208_A_10_00_0007(0)","取枡　和雄","あとは、『スターリットシーズン』を成功させて、
勢いそのままに音楽特番へと雪崩れ込む！","Now we just need to make ""Starlit Season"" a success,
The momentum continues to avalanche into a music special!"
"ConnectionNpc_1208_A_10_00_0008(0)","取枡　和雄","……で、『スターリットシーズン』大丈夫なワケ？
勢いってさ、ものすご～く大事なんだよね","Is ""Starlit Season"" okay at ......?
Momentum is very important."
"ConnectionNpc_1208_A_10_00_0009(0)","Ｐ","もちろん、必ず成功させてみせます！
期待していてください","Of course, I will make sure we succeed!
Stay tuned."
"ConnectionNpc_1208_A_10_00_0010(0)","取枡　和雄","ん～、いいねいいね！
これは数、取れるな！　よし！","Hmmm...good, good, good!
That's a number, we can take it!"
"ConnectionNpc_1208_A_10_00_0011(0)","取枡　和雄","やっぱルミナスはすごいよ！
……へへっ、オレの先見性もね……","I knew Luminous was great!
......Hehehe, my foresight too......"
"ConnectionNpc_1208_A_10_00_0012(0)","Ｐ","あの、ルミナスがどうかしましたか？","Um, what's wrong with Luminous?"
"ConnectionNpc_1208_A_10_00_0013(0)","取枡　和雄","いやぁ～Ｐちゃん！　オレたちルミナス仲間だろ！
これからもよろしく頼むよ！！","We're luminous friends, aren't we?
Keep up the good work!"
"ConnectionNpc_1208_A_10_00_0014(0)","Ｐ","はい、もちろんです！
ルミナスをよろしくお願いいたします！","Yes, of course!
We look forward to working with Luminous!"
"ConnectionNpc_1208_A_10_00_0015(0)","Ｐ","（音楽特番か、楽しみだな。でも、まずは
『スターリットシーズン』を成功させないと！）","(Music special, I'm looking forward to it, but first things first.
We need to make ""The Starlit Season"" a success!)"
"ConnectionNpc_1208_B_01_00_0001(0)","Ｐ","あれ、取枡さんじゃないですか？","Hey, isn't that Torimasu-san?"
"ConnectionNpc_1208_B_01_00_0002(0)","取枡　和雄","あ、Ｐちゃん！","Oh, P-chan!"
"ConnectionNpc_1208_B_01_00_0003(0)","Ｐ","取枡さんとＴＶ局以外で会うのはめずらしいですね。
お仕事ですか？","It is rare to meet Torimasu-san outside of a TV station.
Are you working?"
"ConnectionNpc_1208_B_01_00_0004(0)","取枡　和雄","そうなんだよ、ＡＤがヘマしちゃってさ、
菓子折り持って謝りにって……","Yes, the AD screwed up,
She said he's sorry with a sweet note. ......"
"ConnectionNpc_1208_B_01_00_0005(0)","取枡　和雄","まぁ、それもあったんだけど
ちょっと、Ｐちゃんにも用事があってさ","Well, there was that, too.
Hey, I've got something for you too, P-chan."
"ConnectionNpc_1208_B_01_00_0006(0)","Ｐ","えっと、何の用事でしょうか？","Um, what can I do for you?"
"ConnectionNpc_1208_B_01_00_0007(0)","取枡　和雄","前に、７６５プロさんとやった特番があって、
その時作ったポスターがすごく好評でね～","There was a special program I did with 765 Pro before,
The posters we made at that time were very well received."
"ConnectionNpc_1208_B_01_00_0008(0)","取枡　和雄","でも、そのポスターって超プレミアでさ
もう全く手に入らないワケよ","But those posters are super-premium.
That's why you can't get them at all anymore."
"ConnectionNpc_1208_B_01_00_0009(0)","Ｐ","……もしかして、あのポスターですか？
系列局でしか出回らなかったっていう……","...... perhaps it is that poster?
They say it was only available on affiliate stations: ......"
"ConnectionNpc_1208_B_01_00_0010(0)","Ｐ","作成した数が限られていて、関係者でも手に
入らなかったとかで、うちにも回ってこなかったはず","The number created was limited, and even the people involved could not get their hands on one.
I'm sure they didn't get in or something, so they didn't get around to us either."
"ConnectionNpc_1208_B_01_00_0011(0)","取枡　和雄","しか～し！
今、ここにそのポスターが！！","However!
Now here is that poster!"
"ConnectionNpc_1208_B_01_00_0012(0)","Ｐ","おおっ！","Oh, wow!"
"ConnectionNpc_1208_B_01_00_0013(0)","取枡　和雄","こういう仕事してると
手に入ったりするんだよね","In a job like this.
You know, you can get it."
"ConnectionNpc_1208_B_01_00_0014(0)","取枡　和雄","それでさ、Ｐちゃん頑張ってるし、
これをあげようかと思って","So, you know, P-chan, you're doing your best,
I thought I'd give you this."
"ConnectionNpc_1208_B_01_00_0015(0)","Ｐ","えっ、そんな貴重なものを
もらっていいんですか？","What? Such a precious thing.
Can I have it?"
"ConnectionNpc_1208_B_01_00_0016(0)","取枡　和雄","こういうのは、本当に必要だと思ってる人が
持ってた方がいいと思うんだよね","These are the kind of things that people really need.
I think you should have it."
"ConnectionNpc_1208_B_01_00_0017(0)","取枡　和雄","だから、Ｐちゃんが持ってた方が……
っていうか","So, P-chan should have ......
or rather (say)"
"ConnectionNpc_1208_B_01_00_0018(0)","取枡　和雄","これからもヨロシク！！
って事であげちゃうワケ！","Keep up the good work!
That's why I'm giving it to you!"
"ConnectionNpc_1208_B_01_00_0019(0)","Ｐ","ありがとうございます！
大事にします","Thank you very much!
We'll take good care of you."
"ConnectionNpc_1208_B_01_00_0020(0)","取枡　和雄","じゃ、そんな感じで～！","Then, just like that~!"
"ConnectionNpc_1208_B_01_00_0021(0)","Ｐ","（……貴重なポスターだ。
事務所に飾って大切にしよう！）","(...... is a valuable poster.
I'll hang it in my office to cherish!)"
"ConnectionNpc_1208_B_02_00_0001(0)","取枡　和雄","お～い、Ｐちゃん！","Hey, P-chan!"
"ConnectionNpc_1208_B_02_00_0002(0)","Ｐ","あ、お疲れ様です、取枡さん。
今日はどうされたんですか？　またお仕事ですか？","Ah, good work, Torimasu-san.
What happened to you today? Are you working again?"
"ConnectionNpc_1208_B_02_00_0003(0)","取枡　和雄","ナレーターの子が音響とやり合っちゃってさ、
スイーツ持ってなだめにって……ま、それはいいや","The narrator had an argument with the sound girl,
Sweets to lick with ...... Well, that's okay."
"ConnectionNpc_1208_B_02_00_0004(0)","取枡　和雄","まぁ、それもあったんだけど
またＰちゃんに用事があってさ","Well, there was that, too.
I had to run an errand for P-chan again."
"ConnectionNpc_1208_B_02_00_0005(0)","Ｐ","今日は、何の用事でしょうか？","What is your business today?"
