key,source,target,Translation Notes,Outstanding issues
ST_In_MD/TEXT_01_1165,センターが気になるよね,,,
ST_In_MD/TEXT_01_1166,キミはアピールできてないな、みせてくれ！,,,
ST_In_MD/TEXT_01_1167,俺のジンクス２番の子はどうかな,,,
ST_In_MD/TEXT_01_1168,俺のジンクス３番の子はどうかな,,,
ST_In_MD/TEXT_01_1169,俺のジンクス４番の子はどうかな,,,
ST_In_MD/TEXT_01_1170,俺のジンクス５番の子はどうかな,,,
ST_In_MD/TEXT_01_1201,上位{CLEAR_RANK}組まで合格だ、力を見せてくれ,,,
ST_In_MD/TEXT_01_1202,審査は終了だ、ご苦労,,,
ST_In_MD/TEXT_01_1251,指示した順にアピールできるか、チェックだ,,,
ST_In_MD/TEXT_01_1252,ふむ、そうこなくてはな,,,
ST_In_MD/TEXT_01_1253,…期待しすぎたか？,,,
ST_In_MD/TEXT_01_1261,あんたの元気の良さ、評価に値するな,,,
ST_In_MD/TEXT_01_1262,いい声を持っているな、あんた,,,
ST_In_MD/TEXT_01_1263,あんたの身のこなし、ただものじゃないな,,,
ST_In_MD/TEXT_01_1264,あんた、なかなか華があるじゃないか,,,
ST_In_MD/TEXT_01_1265,センターは大丈夫か？,Is the center OK?,,
ST_In_MD/TEXT_01_1266,あんたアピールが少ないな、できるのか？,,,
ST_In_MD/TEXT_01_1267,ジンクスでいけば２番の子が気になるな,,,
ST_In_MD/TEXT_01_1268,ジンクスでいけば３番の子が気になるな,,,
ST_In_MD/TEXT_01_1269,ジンクスでいけば４番の子が気になるな,,,
ST_In_MD/TEXT_01_1270,ジンクスでいけば５番の子が気になるな,,,
ST_In_MD/TEXT_01_1301,私が認めるのは上位{CLEAR_RANK}組までです,,,
ST_In_MD/TEXT_01_1302,そこまで。あなたたちの実力はわかりました,,,
ST_In_MD/TEXT_01_1351,私の指示通り、動いてもらいましょうか,,,
ST_In_MD/TEXT_01_1352,なるほど……悪くありませんね,,,
ST_In_MD/TEXT_01_1353,あなたには失望しました,,,
ST_In_MD/TEXT_01_1361,あなたの活発さ……目を引きますね,,,
ST_In_MD/TEXT_01_1362,あなたの歌声……耳に残りますね,,,
ST_In_MD/TEXT_01_1363,あなたのダンス……もっと見せなさい,,,
ST_In_MD/TEXT_01_1364,あなたの輝き……見過ごせませんね,,,
ST_In_MD/TEXT_01_1365,センターはどうですか？,,,
ST_In_MD/TEXT_01_1366,あなた、アピールが足りていませんよ？,,,
ST_In_MD/TEXT_01_1367,２番のあなた……チャンスをあげましょう,,,
ST_In_MD/TEXT_01_1368,３番のあなた……チャンスをあげましょう,,,
ST_In_MD/TEXT_01_1369,４番のあなた……チャンスをあげましょう,,,
ST_In_MD/TEXT_01_1370,５番のあなた……チャンスをあげましょう,,,
ST_In_MD/TEXT_01_1401,さあ、はじめましょう！上位{CLEAR_RANK}組まで合格よ,,,
ST_In_MD/TEXT_01_1402,審査はここまで！……素晴らしい競演だったわ,,,
ST_In_MD/TEXT_01_1451,わたしの指示通りに動いてみせて！,,,
ST_In_MD/TEXT_01_1452,あら、アナタ、とてもいいわ！,,,
ST_In_MD/TEXT_01_1453,どうやら見込み違いだったようね……,,,
ST_In_MD/TEXT_01_1461,アナタの情熱……もっと燃やしてみなさい！,,,
ST_In_MD/TEXT_01_1462,アナタ、いい歌声を持っているのね,,,
ST_In_MD/TEXT_01_1463,そこのアナタ！なんて機敏なダンスなの！,,,
ST_In_MD/TEXT_01_1464,アナタの美しさ……目が離せないわ,,,
ST_In_MD/TEXT_01_1465,アナタの時間よ、センター！,,,
ST_In_MD/TEXT_01_1466,そこのアナタ、もっとアピールなさい,,,
ST_In_MD/TEXT_01_1467,わたしの勘は２番に注目と言っているわ！,,,
ST_In_MD/TEXT_01_1468,わたしの勘は３番に注目と言っているわ！,,,
ST_In_MD/TEXT_01_1469,わたしの勘は４番に注目と言っているわ！,,,
ST_In_MD/TEXT_01_1470,わたしの勘は５番に注目と言っているわ！,,,
ST_In_MD/TEXT_01_1501,上位{CLEAR_RANK}組まで合格ね！アゲていこっ♪,,,
ST_In_MD/TEXT_01_1502,はい、そこまで～！いい感じだったょ,,,
ST_In_MD/TEXT_01_1551,あたしのお願い、聞いてくれるよね？,,,
ST_In_MD/TEXT_01_1552,うんうん！いい感じ♪,,,
ST_In_MD/TEXT_01_1553,普通そこで失敗するぅ？,,,
ST_In_MD/TEXT_01_1561,あの子、テンションぶちアゲだね！,,,
ST_In_MD/TEXT_01_1562,ちょっと、あの子見て！歌うまっ！,,,
ST_In_MD/TEXT_01_1563,あの子のダンス見た！？マジヤバっ！,,,
ST_In_MD/TEXT_01_1564,あの子、すっごいキレイ……,,,
ST_In_MD/TEXT_01_1565,センターはどう？盛り上がってるぅ？,,,
ST_In_MD/TEXT_01_1566,あの子、もしかして恥ずかしがり屋さん？,,,
ST_In_MD/TEXT_01_1567,２番の子！あたしが見てるょ！,2nd girl! I'm watching you!,,
ST_In_MD/TEXT_01_1568,３番の子！あたしが見てるょ！,3rd girl! I'm watching you!,,
ST_In_MD/TEXT_01_1569,４番の子！あたしが見てるょ！,4th girl! I'm watching you!,,
ST_In_MD/TEXT_01_1570,５番の子！あたしが見てるょ！,5th girl! I'm watching you!,,
ST_In_MD/TEXT_01_1601,いきますよ！上位{CLEAR_RANK}組までが合格です,,,
ST_In_MD/TEXT_01_1602,そこまで！みなさん、よござんした,,,
ST_In_MD/TEXT_01_1651,私の指導に、ついてこれますかな？,,,
ST_In_MD/TEXT_01_1652,あっぱれ！お見事です,,,
ST_In_MD/TEXT_01_1653,少し期待が過ぎましたか……,,,
ST_In_MD/TEXT_01_1661,あなた、いい気迫ですね！すんばらしい,,,
ST_In_MD/TEXT_01_1662,あなたの歌唱力……もっと見せてください,,,
ST_In_MD/TEXT_01_1663,あなたの舞い姿……惹きつけられますね,,,
ST_In_MD/TEXT_01_1664,あなたの美しさ……大輪の花のようだ,,,
ST_In_MD/TEXT_01_1665,センター、あなたの出番ですよ,"Center, it's your turn.",,
ST_In_MD/TEXT_01_1666,あなた、もっとアピールなさい,"You there, I need more appeals.",,
ST_In_MD/TEXT_01_1667,私のラッキーナンバー、２番はどうです？,"How are you faring, my lucky number 2?",,
ST_In_MD/TEXT_01_1668,私のラッキーナンバー、３番はどうです？,"How are you faring, my lucky number 3?",,
ST_In_MD/TEXT_01_1669,私のラッキーナンバー、４番はどうです？,"How are you faring, my lucky number 4?",,
ST_In_MD/TEXT_01_1670,私のラッキーナンバー、５番はどうです？,"How are you faring, my lucky number 5?",,
ST_In_MD/TEXT_01_1701,はじめますわ。合格は上位{CLEAR_RANK}組までよ,,,
ST_In_MD/TEXT_01_1702,そこまで！さあ、最後に笑うのは誰かしら？,,,
ST_In_MD/TEXT_01_1751,私のリクエスト、応えられて？,,,
ST_In_MD/TEXT_01_1752,少しは見所があるみたいね,,,
ST_In_MD/TEXT_01_1753,ふぅ……ガッカリさせないでくれる？,,,
ST_In_MD/TEXT_01_1761,ここは貴方の独壇場、もっと魅せなさい？,,,
ST_In_MD/TEXT_01_1762,貴方の歌声、もう少し聴かせてくれる？,,,
ST_In_MD/TEXT_01_1763,貴方の舞踏、もう少し見させてくれる？,,,
ST_In_MD/TEXT_01_1764,貴方の美貌、もう少し咲かせてくれる？,,,
ST_In_MD/TEXT_01_1765,センター、準備はよくて？見ているわよ,,,
ST_In_MD/TEXT_01_1766,貴方、アピールが足りないわ。本気を出して,,,
ST_In_MD/TEXT_01_1767,今日の気分は２番……そう、貴方のことよ,,,
ST_In_MD/TEXT_01_1768,今日の気分は３番……そう、貴方のことよ,,,
ST_In_MD/TEXT_01_1769,今日の気分は４番……そう、貴方のことよ,,,
ST_In_MD/TEXT_01_1770,今日の気分は５番……そう、貴方のことよ,,,
ST_In_MD/TEXT_01_1801,上位{CLEAR_RANK}組までが合格だ。死力を尽くせ,,,
ST_In_MD/TEXT_01_1802,終わりだ。物足りないな……こんなものか？,,,
ST_In_MD/TEXT_01_1851,俺の指示通りに動いてみせろ,,,
ST_In_MD/TEXT_01_1852,少しはやるようだな？,,,
ST_In_MD/TEXT_01_1853,ふん……話にならん,,,
ST_In_MD/TEXT_01_1861,いい気合いだ。もっとみせてみろ,,,
ST_In_MD/TEXT_01_1862,ボーカルは及第点だ。もっとないのか？,,,
ST_In_MD/TEXT_01_1863,ダンスは及第点だ。もっとないのか？,,,
ST_In_MD/TEXT_01_1864,ビジュアルは及第点だ。もっとないのか？,,,
ST_In_MD/TEXT_01_1865,センター、本気を出してみろ,,,
ST_In_MD/TEXT_01_1866,そこ、アピールが足りないぞ,,,
ST_In_MD/TEXT_01_1867,２番、動けるか？……みせてみろ,,,
ST_In_MD/TEXT_01_1868,３番、動けるか？……みせてみろ,,,
ST_In_MD/TEXT_01_1869,４番、動けるか？……みせてみろ,,,
ST_In_MD/TEXT_01_1870,５番、動けるか？……みせてみろ,,,
ST_In_MD/TEXT_01_1901,最終審査をはじめる。合格は上位{CLEAR_RANK}組までだ,,,
ST_In_MD/TEXT_01_1902,終わりだ。最終審査に相応しい戦いだった,,,
ST_In_MD/TEXT_01_1951,さあ、俺の指示についてこれるか！？,,,
ST_In_MD/TEXT_01_1952,素晴らしい……素晴らしいぞっ！,,,
ST_In_MD/TEXT_01_1953,少し期待をしすぎたか……,,,
ST_In_MD/TEXT_01_1961,いいテンションだ……！どこまでいける！？,,,
ST_In_MD/TEXT_01_1962,心が震える……！なんという歌唱力だ！,,,
ST_In_MD/TEXT_01_1963,胸が弾む……！なんて軽快なダンスだ！,,,
ST_In_MD/TEXT_01_1964,目を奪われる……！圧倒的なビジュアルだ！,,,
ST_In_MD/TEXT_01_1965,センター！お前はこんなものじゃないだろ？,,,
ST_In_MD/TEXT_01_1966,アピールが足らないぞ！宝の持ち腐れだ！,,,
ST_In_MD/TEXT_01_1967,２番の調子はどうだ？もっと見せてくれ！,,,
ST_In_MD/TEXT_01_1968,３番の調子はどうだ？もっと見せてくれ！,,,
ST_In_MD/TEXT_01_1969,４番の調子はどうだ？もっと見せてくれ！,,,
ST_In_MD/TEXT_01_1970,５番の調子はどうだ？もっと見せてくれ！,,,
ST_In_MD/TEXT_01_2001,幸せの笑顔届けます！,Delivering Happy Smiles!,,
ST_In_MD/TEXT_01_2002,みんなに素敵な時間を,Having a Good Time with Everyone,overflow,
ST_In_MD/TEXT_01_2003,みんなの視線独り占め,Everyone's Point of Attention,overflow,
ST_In_MD/TEXT_01_2004,眠り姫の見る夢は……,The Dream of the Sleeping Princess is...,,
ST_In_MD/TEXT_01_2005,約束の地に響く歌声,Singing Echoes in the Promised Land,overflow,
ST_In_MD/TEXT_01_2006,蒼き鳥の羽ばたき,Flapping of the Blue Bird,,
ST_In_MD/TEXT_01_2007,キラメキ全開の元気！,Glittering Energy Unleashed!,,
ST_In_MD/TEXT_01_2008,一緒にハイターッチ♪,Let's High-Five♪,,
ST_In_MD/TEXT_01_2009,一歩を踏み出す勇気,Courage to Take the First Step,,
ST_In_MD/TEXT_01_2010,ナミダの先にある笑顔,A Smile Beyond the Tears,,
ST_In_MD/TEXT_01_2011,躍動ダンス&ステップ,Dynamic Dance & Step,,
ST_In_MD/TEXT_01_2012,プリティパフォーマー,Pretty Performer,,
ST_In_MD/TEXT_01_2013,真美☆ドリーミング,Mami☆Dreaming,,
ST_In_MD/TEXT_01_2014,真美流おとなあぴーる,Mami-style Adult Appeal,,
ST_In_MD/TEXT_01_2015,月下に佇む一輪の花,Lone Flower Beneath the Moon,,
ST_In_MD/TEXT_01_2016,風と彩る花びらの舞,Windy & Colorful Petal Dance,overflow,
ST_In_MD/TEXT_01_2017,はいさい南国ダンス♪,Haisai Southern Dance♪,,
ST_In_MD/TEXT_01_2018,常夏太陽テンション！,Endless Summer Solar Tension!,overflow,
ST_In_MD/TEXT_01_2019,気まぐれダイアモンド,Whimsical Diamond,,
ST_In_MD/TEXT_01_2020,世界一アイドル宣言！,Self-proclaimed World's #1 Idol!,overflow,
ST_In_MD/TEXT_01_2021,亜美☆シャイニング,Ami☆Shining,,
ST_In_MD/TEXT_01_2022,亜美流ぴゅああぴーる,Ami-style Pure Appeal,,
ST_In_MD/TEXT_01_2023,慈愛の微笑み,Smiles of Kindness,,
ST_In_MD/TEXT_01_2024,晴れ色な思い伝えます,Reminder of Sunny Colors,,
ST_In_MD/TEXT_01_2025,パーフェクトブレイン,Perfect Brain,,
ST_In_MD/TEXT_01_2026,いっぱいの魔法を君に,Give You a Lot of Magic,,
ST_In_MD/TEXT_01_2027,光輝なる堕天の祝福,Brilliant Fallen Angel's Blessing,,
ST_In_MD/TEXT_01_2028,ゲファレナーエンゲル,Gefallener Engel,,
ST_In_MD/TEXT_01_2029,まいぺーすあぴーる,My Pace Appeal,,
ST_In_MD/TEXT_01_2030,たまには本気出すかな,I'll Get Serious Every So Often,overflow,
ST_In_MD/TEXT_01_2031,ギャル★エモーション,Gyaru★Emotion,,
ST_In_MD/TEXT_01_2032,トキメキ★マイハート,Tokimeki★My Heart,not sure how to translate tokimeki,
ST_In_MD/TEXT_01_2033,きらりん☆すぱーくる,Kirarin☆Sparkle,,
ST_In_MD/TEXT_01_2034,はぴはぴ☆まじっく,Happy Happy☆Magic,,
ST_In_MD/TEXT_01_2035,シャイニングウサミン,Shining Usamin,,
ST_In_MD/TEXT_01_2036,ウサミン星より愛を！,Love from Planet Usamin!,,
ST_In_MD/TEXT_01_2037,高みへと臨む光の風,Wind of Light Facing The Heights,,
ST_In_MD/TEXT_01_2038,心と心を結ぶ恋風,Wind of Love that Connects Hearts,,
ST_In_MD/TEXT_01_2039,未来に届く満開の笑顔,Full Bloom Smile that Reaches the Future,,
ST_In_MD/TEXT_01_2040,夢に向かってスマイル,Smiling Towards Her Dream,barely overflow,
ST_In_MD/TEXT_01_2041,静かなる決意の旋律,Melody of Silent Determination,,
ST_In_MD/TEXT_01_2042,たった一つの歌,Just One Song,,
ST_In_MD/TEXT_01_2043,きらめけ！羽ばたく翼,Glitter! Flapping Wings,,
ST_In_MD/TEXT_01_2044,みんなわたしに夢中♪,Everyone is Crazy About Me♪,overflow,
ST_In_MD/TEXT_01_2045,不器用な想いと紬ぐ糸,Awkward Feelings with Tsumugi Threads,,
ST_In_MD/TEXT_01_2046,素直な気持ち一歩ずつ,Step At a Time With Honest Feelings,overflow,
ST_In_MD/TEXT_01_2047,織り重なる調和の歌声,Singing That Weaves Harmony,,
ST_In_MD/TEXT_01_2048,笑顔のアンサンブル,Ensemble of Smiles,,
ST_In_MD/TEXT_01_2049,想いを伝える琴の葉,Conveying the Sounds of the Koto Leaves,koto no ha is a metaphoric phrase that's weird to translate literally -F91,
ST_In_MD/TEXT_01_2050,素直な気持ちを歌声に,Singing Honest Feelings,,
ST_In_MD/TEXT_01_2051,まどろみジェミニ,Sleepy Gemini,"Changed from Sleeping Gemini to Sleepy Gemini to match the same structure
as Amana's Unison Appeal, since her and Tenka are twins.",
ST_In_MD/TEXT_01_2052,乱れ咲きブルースター,Abruptly Blooming Blue Star,overflow,
ST_In_MD/TEXT_01_2053,彩光のアルバ,Alba's Colors,not sure how to translate the kanji,
ST_In_MD/TEXT_01_2054,未開拓ジャーニー,Undeveloped Journey,,
ST_In_MD/TEXT_01_2055,ルミナスフラッシュ！,Luminous Flash!,,
ST_In_MD/TEXT_01_2056,ヒーローアピール！！,Hero Appeal!!,,
ST_In_MD/TEXT_01_2057,はつらつジェミニ,Lively Gemini,,
ST_In_MD/TEXT_01_2058,咲き誇るサルビア,Full Blooming Salvia,,
ST_In_MD/TEXT_01_2059,七色光彩,Rainbow Glow,,
ST_In_MD/TEXT_01_2060,凛として進む道,Dignified Path,,
ST_In_MD/TEXT_01_2061,ウラオモテノハート,Two-faced Heart,,
ST_In_MD/TEXT_01_2062,ミスティックパープル,Mystic Purple,,
ST_In_MD/TEXT_01_2063,絢爛たる獅子の舞踏,Gorgeous Lion Dance,,
ST_In_MD/TEXT_01_2064,至高に挑む王者の威風,Majestic King That Challenges the Best,overflow,
ST_In_MD/TEXT_01_2065,咲き誇れ星々の旋律,Melody of Blooming Stars,,
ST_In_MD/TEXT_01_2066,世界に響け慈愛の歌声,Kind Singing That Echoes Worldwide,overflow,
ST_In_MD/TEXT_01_2067,純白無垢なる可能性,Possibility of Pure White Innocence,,
ST_In_MD/TEXT_01_2068,紡がれた絆と歩む世界,World That Spins Through Bonds,not sure how accurate this is. overflow,
ST_In_MD/TEXT_01_2069,漆黒を舞う熱き想念,Passionate Ideas That Dance in Jet Black,,
ST_In_MD/TEXT_01_2070,白夜を望む情熱の歌声,Passionite Singing That Overlooks the Midnight Sun,overflow,
ST_In_MD/TEXT_01_2201,トリックオアトリート☆上位{CLEAR_RANK}組が合格ね♪,,,
ST_In_MD/TEXT_01_2202,そこまで☆ハロウィンの栄冠は誰の手に！？,,,
ST_In_MD/TEXT_01_2251,お願い☆あたしの言う通りに動いて♪,,,
ST_In_MD/TEXT_01_2252,さっすが☆あとでキャンディあげる♪,,,
ST_In_MD/TEXT_01_2253,ドンマイ☆あとでイタズラしてあげる♪,,,
ST_In_MD/TEXT_01_2261,きゃはっ☆キミ、テンション高いね♪,,,
ST_In_MD/TEXT_01_2262,うきゃっ☆ボーカルとってもいい感じ♪,,,
ST_In_MD/TEXT_01_2263,うきゃっ☆ダンスとってもいい感じ♪,,,
ST_In_MD/TEXT_01_2264,うきゃっ☆ビジュアルとってもいい感じ♪,,,
ST_In_MD/TEXT_01_2265,おーいっ☆センター！生きてるか―！,,,
ST_In_MD/TEXT_01_2266,ありゃっ☆キミ、もっとアピールしなきゃ！,,,
ST_In_MD/TEXT_01_2267,じゃーんっ☆抽選の結果、２番が当選です♪,,,
ST_In_MD/TEXT_01_2268,じゃーんっ☆抽選の結果、３番が当選です♪,,,
ST_In_MD/TEXT_01_2269,じゃーんっ☆抽選の結果、４番が当選です♪,,,
ST_In_MD/TEXT_01_2270,じゃーんっ☆抽選の結果、５番が当選です♪,,,
ST_In_MD/TEXT_01_2301,審査スタート☆上位{CLEAR_RANK}組までが合格だよ♪,,,
ST_In_MD/TEXT_01_2302,そこまで☆勝利の栄冠は誰の手に！？,,,
ST_In_MD/TEXT_01_2351,お願い☆あたしの言う通りに動いて♪,,,
ST_In_MD/TEXT_01_2352,さっすが☆ミッション大成功、だね♪,,,
ST_In_MD/TEXT_01_2353,ドンマイ☆失敗しても明日があるさ♪,,,
ST_In_MD/TEXT_01_2361,きゃはっ☆キミ、テンション高いね♪,,,
ST_In_MD/TEXT_01_2362,うきゃっ☆ボーカルとってもいい感じ♪,,,
ST_In_MD/TEXT_01_2363,うきゃっ☆ダンスとってもいい感じ♪,,,
ST_In_MD/TEXT_01_2364,うきゃっ☆ビジュアルとってもいい感じ♪,,,
ST_In_MD/TEXT_01_2365,おーいっ☆センター！生きてるか―！,,,
ST_In_MD/TEXT_01_2366,ありゃっ☆キミ、もっとアピールしなきゃ！,,,
ST_In_MD/TEXT_01_2367,じゃーんっ☆抽選の結果、２番が当選です♪,,,
ST_In_MD/TEXT_01_2368,じゃーんっ☆抽選の結果、３番が当選です♪,,,
ST_In_MD/TEXT_01_2369,じゃーんっ☆抽選の結果、４番が当選です♪,,,
ST_In_MD/TEXT_01_2370,じゃーんっ☆抽選の結果、５番が当選です♪,,,
ST_In_MD/TEXT_01_2401,ルミナスＶＳディアマント。審査開始シマス,,,
ST_In_MD/TEXT_01_2402,審査終了シマス。審査結果集計中…………,,,
ST_In_MD/TEXT_01_2451,アピールミッション、審査開始……,,,
ST_In_MD/TEXT_01_2452,アピールミッションノ成功ヲ確認……,,,
ST_In_MD/TEXT_01_2453,アピールミッションノ失敗ヲ確認……,,,
ST_In_MD/TEXT_01_2461,テンションガ高イ、アイドルヲ検知……,,,
ST_In_MD/TEXT_01_2462,ボーカルスペックノ高イ、アイドルヲ検知,,,
ST_In_MD/TEXT_01_2463,ダンススペックノ高イ、アイドルヲ検知,,,
ST_In_MD/TEXT_01_2464,ビジュアルスペックノ高イ、アイドルヲ検知,,,
ST_In_MD/TEXT_01_2465,センターノ、アイドルニ注目……,,,
ST_In_MD/TEXT_01_2466,アピールガタラナイ、アイドルニ注目……,,,
ST_In_MD/TEXT_01_2467,ランダム抽出……２番ノアイドルニ注目……,,,
ST_In_MD/TEXT_01_2468,ランダム抽出……３番ノアイドルニ注目……,,,
ST_In_MD/TEXT_01_2469,ランダム抽出……４番ノアイドルニ注目……,,,
ST_In_MD/TEXT_01_2470,ランダム抽出……５番ノアイドルニ注目……,,,
ST_In_MD/TEXT_01_2501,審査開始シマス。勝利条件：上位{CLEAR_RANK}組マデ,,,
ST_In_MD/TEXT_01_2502,審査終了シマス。審査結果集計中…………,,,
ST_In_MD/TEXT_01_2551,アピールミッション、審査開始……,,,
ST_In_MD/TEXT_01_2552,アピールミッションノ成功ヲ確認……,,,
ST_In_MD/TEXT_01_2553,アピールミッションノ失敗ヲ確認……,,,
ST_In_MD/TEXT_01_2561,テンションガ高イ、アイドルヲ検知……,,,
ST_In_MD/TEXT_01_2562,ボーカルスペックノ高イ、アイドルヲ検知,,,
ST_In_MD/TEXT_01_2563,ダンススペックノ高イ、アイドルヲ検知,,,
ST_In_MD/TEXT_01_2564,ビジュアルスペックノ高イ、アイドルヲ検知,,,
ST_In_MD/TEXT_01_2565,センターノ、アイドルニ注目……,,,
ST_In_MD/TEXT_01_2566,アピールガタラナイ、アイドルニ注目……,,,
ST_In_MD/TEXT_01_2567,ランダム抽出……２番ノアイドルニ注目……,,,
ST_In_MD/TEXT_01_2568,ランダム抽出……３番ノアイドルニ注目……,,,
ST_In_MD/TEXT_01_2569,ランダム抽出……４番ノアイドルニ注目……,,,
ST_In_MD/TEXT_01_2570,ランダム抽出……５番ノアイドルニ注目……,,,
ST_In_MD/TEXT_01_2601,上位{CLEAR_RANK}組までが合格ってことで、ヨロシク！,,,
ST_In_MD/TEXT_01_2602,はい、おわり。みんな、ぶっちゃけどうよ？,,,
ST_In_MD/TEXT_01_2651,ほんじゃま、俺の指示通りにヨロシク！,,,
ST_In_MD/TEXT_01_2652,うんうん、いいねー！いいじゃない！,,,
ST_In_MD/TEXT_01_2653,あちゃ～。見てらんないね、こりゃ,,,
ST_In_MD/TEXT_01_2661,お、そこのキミ！元気だねぇ！いいよいいよ,,,
ST_In_MD/TEXT_01_2662,あの子、歌うまいねぇ……どこの子よ？,,,
ST_In_MD/TEXT_01_2663,あの子、ダンスうまいねぇ……どこの子よ？,,,
ST_In_MD/TEXT_01_2664,あの子、華があるねぇ……どこの子よ？,,,
ST_In_MD/TEXT_01_2665,どう？センターのキミ、いけそう？,,,
ST_In_MD/TEXT_01_2666,キミ、隠れてないで、もっとアピールして！,,,
ST_In_MD/TEXT_01_2667,今日の気分は２番かな。どう、いけちゃう？,,,
ST_In_MD/TEXT_01_2668,今日の気分は３番かな。どう、いけちゃう？,,,
ST_In_MD/TEXT_01_2669,今日の気分は４番かな。どう、いけちゃう？,,,
ST_In_MD/TEXT_01_2670,今日の気分は５番かな。どう、いけちゃう？,,,
ST_In_MD/TEXT_01_2701,上位{CLEAR_RANK}組までが合格……いけるわね？,,,
ST_In_MD/TEXT_01_2702,はい、お疲れ様。……楽しい時間だったわ,,,
ST_In_MD/TEXT_01_2751,私の手のひらの上で、踊ってみせて,,,
ST_In_MD/TEXT_01_2752,あら、驚いたわ。うまく踊ってみせるものね,,,
ST_In_MD/TEXT_01_2753,無様なものね……出直してらっしゃい,,,
ST_In_MD/TEXT_01_2761,元気な子がいるわね。若い頃を思い出すわ,,,
ST_In_MD/TEXT_01_2762,歌唱力なら貴方ね。いいわ、続けて,,,
ST_In_MD/TEXT_01_2763,ダンスなら貴方ね。いいわ、続けて,,,
ST_In_MD/TEXT_01_2764,画面映えなら貴方ね。いいわ、続けて,,,
ST_In_MD/TEXT_01_2765,センター、貴方は何ができるのかしら？,,,
ST_In_MD/TEXT_01_2766,臆病な子ね……もっとアピールなさい,,,
ST_In_MD/TEXT_01_2767,個人的には２番の子が気になるかしら？,,,
ST_In_MD/TEXT_01_2768,個人的には３番の子が気になるかしら？,,,
ST_In_MD/TEXT_01_2769,個人的には４番の子が気になるかしら？,,,
ST_In_MD/TEXT_01_2770,個人的には５番の子が気になるかしら？,,,
ST_In_MD/TEXT_01_2801,さあ、はじめよう！上位{CLEAR_RANK}組までが合格だ！,,,
ST_In_MD/TEXT_01_2802,そこまでだ！うん、とてもいい勝負だった！,,,
ST_In_MD/TEXT_01_2851,俺の指示通り、動いてみてくれ！,,,
